J1,PO1,PD1,UTC_2021,UTC_1970,ToD,Google_DepTime,car_freeflow_TravelTime_sec,car_InTraffic_TravelTime_sec,car_distance_m,car_mode,car_status,PT_TravelTime_sec,PT_distance_m,PT_mode,PT_status,Walk_TravelTime_sec,Walk_distance_m,Walk_mode,Walk_status,Bicycle_TravelTime_sec,Bicycle_Distance_m,Bicycle_mode,Bicycle_status,gh_car_sec,gh_pt_sec,gh_foot_sec,gh_bike_sec
6728,FK117AG,FK117AG,3/23/21 18:00,1/1/70 0:00,6:00:00 PM,1616522400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
18566,FK117AG,FK117AG,8/5/21 21:30,1/1/70 0:00,9:30:00 PM,1628202600,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
18666,FK117AG,FK117AG,8/5/21 21:35,1/1/70 0:00,9:35:00 PM,1628202900,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
746,FIRTHSCO,DD112LW,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,11969,12441,264737,driving,OK,0,0,transit,ZERO_RESULTS,160357,216539,walking,OK,52932,276818,bicycling,OK,,,,
747,EH106QB,EH45NH,3/10/21 19:15,1/1/70 0:00,7:15:00 PM,1615403700,1298,1247,18263,driving,OK,3250,11386,transit,OK,6695,9187,walking,OK,1919,9561,bicycling,OK,1033,3673,6710,1922
1515,EH106QB,EH45NH,3/23/21 19:15,1/1/70 0:00,7:15:00 PM,1616526900,1294,1229,18263,driving,OK,3619,12895,transit,OK,6695,9187,walking,OK,1919,9561,bicycling,OK,1033,3673,6710,1922
748,KY112EW,KY127QA,3/10/21 11:20,1/1/70 0:00,11:20:00 AM,1615375200,667,681,6051,driving,OK,1169,6081,transit,OK,4416,5609,walking,OK,1646,6298,bicycling,OK,472,1421,4213,1390
749,G336AZ,G336FH,3/10/21 17:25,1/1/70 0:00,5:25:00 PM,1615397100,192,197,1101,driving,OK,817,1085,transit,OK,817,1085,walking,OK,319,1085,bicycling,OK,182,824,824,325
12465,G336AZ,G336FH,4/22/21 8:45,1/1/70 0:00,8:45:00 AM,1619084700,274,278,1443,driving,OK,1062,1427,transit,OK,1062,1427,walking,OK,374,1445,bicycling,OK,182,824,824,325
750,KA35HU,KA35HU,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
17996,KA35HU,KA35HU,8/4/21 6:30,1/1/70 0:00,6:30:00 AM,1628062200,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
751,IV169YB,IV169XJ,3/10/21 10:30,1/1/70 0:00,10:30:00 AM,1615372200,475,498,6617,driving,OK,1469,5070,transit,OK,2352,3274,walking,OK,705,3500,bicycling,OK,244,1341,2567,820
752,TD98SJ,TD98SA,3/10/21 8:35,1/1/70 0:00,8:35:00 AM,1615365300,204,204,1418,driving,OK,1058,1418,transit,OK,1058,1418,walking,OK,302,1418,bicycling,OK,291,747,747,303
753,FK103BE,FK103AD,3/10/21 9:00,1/1/70 0:00,9:00:00 AM,1615366800,299,288,2539,driving,OK,1717,2381,transit,OK,1717,2381,walking,OK,449,2539,bicycling,OK,211,860,860,291
754,DD108LW,DD109TB,3/10/21 15:00,1/1/70 0:00,3:00:00 PM,1615388400,294,298,2693,driving,OK,1314,3223,transit,OK,1938,2430,walking,OK,706,2653,bicycling,OK,241,956,1747,527
755,EH221LH,EH221AX,3/10/21 20:40,1/1/70 0:00,8:40:00 PM,1615408800,186,173,857,driving,OK,623,1073,transit,OK,679,842,walking,OK,262,857,bicycling,OK,62,521,521,155
756,G847LR,G847RR,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,199,219,1437,driving,OK,789,2517,transit,OK,957,1323,walking,OK,239,1323,bicycling,OK,163,646,968,270
757,G335QA,G468NY,3/10/21 7:45,1/1/70 0:00,7:45:00 AM,1615362300,1330,1433,19608,driving,OK,4230,15843,transit,OK,11077,15052,walking,OK,3131,16174,bicycling,OK,1110,3549,11493,3351
758,PA32SW,KA89BE,3/10/21 14:45,1/1/70 0:00,2:45:00 PM,1615387500,3054,3050,65492,driving,OK,5535,61839,transit,OK,38637,52252,walking,OK,12545,64582,bicycling,OK,2668,4606,39473,13112
759,EH309BJ,EH42EB,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,1057,1059,14419,driving,OK,1670,12326,transit,OK,12559,16929,walking,OK,2649,12122,bicycling,OK,796,1782,8771,2490
760,EH112HG,G214TD,3/10/21 7:30,1/1/70 0:00,7:30:00 AM,1615361400,3551,3649,71634,driving,OK,5126,78323,transit,OK,51612,69734,walking,OK,16170,86633,bicycling,OK,2987,5808,54544,15788
761,KA72PT,KA89BF,3/10/21 15:00,1/1/70 0:00,3:00:00 PM,1615388400,663,695,6326,driving,OK,2786,7060,transit,OK,3963,5265,walking,OK,1089,5683,bicycling,OK,408,2057,3878,1106
762,KA136DE,KA227PR,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,730,776,8168,driving,OK,2516,12132,transit,OK,5602,7514,walking,OK,1842,9219,bicycling,OK,511,2337,6035,1884
763,AB245AN,EH65NG,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,9174,9387,205682,driving,OK,12023,214767,transit,OK,145138,197362,walking,OK,43771,219460,bicycling,OK,8205,60978,147294,45564
764,DD53NS,DD81LE,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,1196,1218,21218,driving,OK,4586,23826,transit,OK,15486,21121,walking,OK,4156,19444,bicycling,OK,1014,6733,14659,4236
765,G349DT,G340AH,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,361,348,1856,driving,OK,533,1914,transit,OK,1234,1644,walking,OK,361,1703,bicycling,OK,152,481,1278,357
766,EH547AF,EH558JE,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,890,897,10879,driving,OK,2006,10539,transit,OK,6360,8402,walking,OK,1828,8402,bicycling,OK,536,1978,6285,1708
767,FK38RB,FK29NY,3/10/21 15:00,1/1/70 0:00,3:00:00 PM,1615388400,481,490,4825,driving,OK,1950,8237,transit,OK,1968,2552,walking,OK,668,2577,bicycling,OK,277,1616,1636,586
9376,FK38RB,FK29NY,4/12/21 19:00,1/1/70 0:00,7:00:00 PM,1618257600,490,449,4779,driving,OK,1599,3066,transit,OK,2015,2590,walking,OK,690,2662,bicycling,OK,277,1616,1636,586
768,G661XU,G663RA,3/10/21 17:45,1/1/70 0:00,5:45:00 PM,1615398300,533,523,3157,driving,OK,1977,5125,transit,OK,2126,2780,walking,OK,693,3265,bicycling,OK,300,2198,2278,683
769,G848JH,G514BN,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,2857,2790,46445,driving,OK,6367,46049,transit,OK,25165,34329,walking,OK,6898,35088,bicycling,OK,2309,9243,26764,7661
770,KY129EB,KY114LZ,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,616,610,5203,driving,OK,2138,8109,transit,OK,3147,4163,walking,OK,1226,5276,bicycling,OK,416,1638,3031,1050
771,KW151SZ,ZE39JL,3/10/21 14:10,1/1/70 0:00,2:10:00 PM,1615385400,31083,31104,233109,driving,OK,70316,235366,transit,OK,59304,232296,walking,OK,37512,234134,bicycling,OK,138909,165430,167203,123122
772,G639EB,G630JQ,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,1426,1448,21544,driving,OK,8595,55423,transit,OK,15182,20786,walking,OK,4149,21511,bicycling,OK,1118,10582,16043,4572
773,AB315EJ,AB392WB,3/10/21 20:00,1/1/70 0:00,8:00:00 PM,1615406400,1464,1425,27807,driving,OK,6110,45767,transit,OK,15782,21358,walking,OK,4939,23417,bicycling,OK,1241,5913,12604,4690
774,G40RE,ML39DH,3/10/21 16:45,1/1/70 0:00,4:45:00 PM,1615394700,1386,1434,25205,driving,OK,4921,24972,transit,OK,12984,16732,walking,OK,4115,18186,bicycling,OK,1271,4200,13086,3922
775,FK136AH,FK103PB,3/10/21 8:15,1/1/70 0:00,8:15:00 AM,1615364100,519,504,4813,driving,OK,1372,6590,transit,OK,3563,4762,walking,OK,1109,4891,bicycling,OK,402,3647,3813,1552
776,FK117BL,FK101NS,3/10/21 21:00,1/1/70 0:00,9:00:00 PM,1615410000,640,582,7409,driving,OK,3056,17113,transit,OK,5160,6984,walking,OK,1177,7075,bicycling,OK,466,2763,4524,1352
6726,FK117BL,FK101NS,3/23/21 21:00,1/1/70 0:00,9:00:00 PM,1616533200,640,583,7409,driving,OK,3056,17113,transit,OK,5160,6984,walking,OK,1177,7075,bicycling,OK,466,2763,4524,1352
10182,FK117BL,FK101NS,4/12/21 21:00,1/1/70 0:00,9:00:00 PM,1618264800,641,563,7235,driving,OK,3384,16962,transit,OK,4659,6390,walking,OK,1092,6466,bicycling,OK,466,2763,4524,1352
777,G768QN,G741JP,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,655,668,7192,driving,OK,1710,9377,transit,OK,5478,7045,walking,OK,1682,7081,bicycling,OK,439,1617,5134,1552
778,G512XD,G728DA,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,788,887,11269,driving,OK,3169,14010,transit,OK,7882,10184,walking,OK,2496,11230,bicycling,OK,682,4094,7558,2139
779,PH29BH,EH181AZ,3/10/21 11:30,1/1/70 0:00,11:30:00 AM,1615375800,3162,3199,79893,driving,OK,11087,78709,transit,OK,56051,75159,walking,OK,15115,73559,bicycling,OK,2960,6958,53828,15325
780,PA27RR,PA28EG,3/10/21 19:00,1/1/70 0:00,7:00:00 PM,1615402800,240,241,1952,driving,OK,754,1736,transit,OK,1273,1722,walking,OK,358,1722,bicycling,OK,135,920,1132,336
781,AB238JW,AB124PG,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,1440,1465,18170,driving,OK,3976,19096,transit,OK,11546,15343,walking,OK,4050,20235,bicycling,OK,1052,2886,12086,3555
3602,AB238JW,AB124PG,3/23/21 9:30,1/1/70 0:00,9:30:00 AM,1616491800,1433,1395,18170,driving,OK,3958,19811,transit,OK,11546,15343,walking,OK,4050,20235,bicycling,OK,1052,2886,12086,3555
16187,AB238JW,AB124PG,8/4/21 8:50,1/1/70 0:00,8:50:00 AM,1628070600,1474,1575,17117,driving,OK,4074,19351,transit,OK,11757,15670,walking,OK,3833,19153,bicycling,OK,1052,2886,12086,3555
782,ZE10LJ,ZE10EW,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,153,152,634,driving,OK,502,634,transit,OK,502,634,walking,OK,210,701,bicycling,OK,64,463,478,170
783,G524HE,PA12TR,3/10/21 13:45,1/1/70 0:00,1:45:00 PM,1615383900,553,580,9755,driving,OK,2654,10683,transit,OK,5990,7999,walking,OK,2477,11723,bicycling,OK,572,2895,6454,1933
784,KA65JJ,KA197LB,3/10/21 15:30,1/1/70 0:00,3:30:00 PM,1615390200,1151,1117,14042,driving,OK,0,0,transit,ZERO_RESULTS,10632,14039,walking,OK,3465,14042,bicycling,OK,943,4649,9753,2852
11908,KA65JJ,KA197LB,4/22/21 15:30,1/1/70 0:00,3:30:00 PM,1619109000,1098,1058,14561,driving,OK,0,0,transit,ZERO_RESULTS,10093,13256,walking,OK,3342,13259,bicycling,OK,943,4649,9753,2852
15478,KA65JJ,KA197LB,4/23/21 15:30,1/1/70 0:00,3:30:00 PM,1619195400,1098,1058,14561,driving,OK,0,0,transit,ZERO_RESULTS,10093,13256,walking,OK,3342,13259,bicycling,OK,943,4649,9753,2852
785,EH93JW,EH89DT,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,598,595,3125,driving,OK,1037,3182,transit,OK,2065,2752,walking,OK,680,2890,bicycling,OK,307,940,1988,580
786,DD38QB,DD39BH,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,305,313,2078,driving,OK,1199,4133,transit,OK,1582,2039,walking,OK,516,2078,bicycling,OK,230,1325,1450,440
787,PH165DR,PH11HN,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,2121,2189,44385,driving,OK,4732,50156,transit,OK,31565,43483,walking,OK,8873,45400,bicycling,OK,1801,5417,33598,10008
788,HS33DL,HS29LX,3/10/21 15:00,1/1/70 0:00,3:00:00 PM,1615388400,4185,4143,75939,driving,OK,59116,98461,transit,OK,55694,75939,walking,OK,15119,75939,bicycling,OK,3719,15318,38976,15064
790,ZE29BJ,ZE29ST,3/10/21 16:20,1/1/70 0:00,4:20:00 PM,1615393200,3955,3988,36557,driving,OK,51028,40770,transit,OK,24702,36301,walking,OK,7880,36301,bicycling,OK,0,17062,26832,9196
2257,ZE29BJ,ZE29ST,3/23/21 16:20,1/1/70 0:00,4:20:00 PM,1616516400,3963,4001,36557,driving,OK,51028,40770,transit,OK,24702,36301,walking,OK,7880,36301,bicycling,OK,0,17062,26832,9196
2676,ZE29BJ,ZE29ST,3/23/21 16:20,1/1/70 0:00,4:20:00 PM,1616516400,3963,4001,36557,driving,OK,51028,40770,transit,OK,24702,36301,walking,OK,7880,36301,bicycling,OK,0,17062,26832,9196
12698,ZE29BJ,ZE29ST,4/22/21 16:20,1/1/70 0:00,4:20:00 PM,1619112000,3974,4002,36919,driving,OK,12006,43907,transit,OK,24926,36662,walking,OK,7919,36662,bicycling,OK,0,17062,26832,9196
12772,ZE29BJ,ZE29ST,4/22/21 16:20,1/1/70 0:00,4:20:00 PM,1619112000,3974,4002,36919,driving,OK,12006,43907,transit,OK,24926,36662,walking,OK,7919,36662,bicycling,OK,0,17062,26832,9196
791,EH75NS,EH74AA,3/10/21 19:10,1/1/70 0:00,7:10:00 PM,1615403400,365,364,1537,driving,OK,886,1604,transit,OK,1074,1415,walking,OK,319,1430,bicycling,OK,176,1059,1128,368
792,FK103HN,FK103DN,3/10/21 10:30,1/1/70 0:00,10:30:00 AM,1615372200,91,92,735,driving,OK,481,735,transit,OK,481,735,walking,OK,115,735,bicycling,OK,47,290,290,108
793,IV159PQ,IV78EE,3/10/21 7:45,1/1/70 0:00,7:45:00 AM,1615362300,608,595,7408,driving,OK,0,0,transit,ZERO_RESULTS,5464,7072,walking,OK,1772,7153,bicycling,OK,438,2983,4596,1461
794,G731AP,G731NY,3/10/21 13:15,1/1/70 0:00,1:15:00 PM,1615382100,83,99,421,driving,OK,310,421,transit,OK,310,421,walking,OK,124,421,bicycling,OK,30,278,278,84
795,G445RF,G514TF,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,1064,1127,12964,driving,OK,3138,12291,transit,OK,7498,9998,walking,OK,2163,10769,bicycling,OK,835,2737,7716,2295
796,EH223PP,EH193NT,3/10/21 13:10,1/1/70 0:00,1:10:00 PM,1615381800,317,300,1860,driving,OK,1201,1591,transit,OK,1201,1591,walking,OK,490,2389,bicycling,OK,133,645,1165,402
797,PH31BN,KY130LP,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,1768,1834,26179,driving,OK,0,0,transit,ZERO_RESULTS,19428,26246,walking,OK,5405,26511,bicycling,OK,1335,11226,18010,5273
798,G156SH,AB228TL,3/10/21 17:40,1/1/70 0:00,5:40:00 PM,1615398000,10763,10886,250497,driving,OK,15726,268005,transit,OK,168062,228598,walking,OK,50316,260438,bicycling,OK,9918,128997,181706,56976
799,G514TF,G312PP,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,1039,1149,11732,driving,OK,3211,10910,transit,OK,7124,9431,walking,OK,2042,10297,bicycling,OK,798,2972,7077,2009
800,HS20PS,HS20PW,3/10/21 8:50,1/1/70 0:00,8:50:00 AM,1615366200,127,126,801,driving,OK,597,801,transit,OK,597,801,walking,OK,214,801,bicycling,OK,22,213,213,72
801,KY127QY,KY120XW,3/10/21 11:30,1/1/70 0:00,11:30:00 AM,1615375800,325,333,2738,driving,OK,1127,3223,transit,OK,1885,2423,walking,OK,682,2610,bicycling,OK,236,1027,1347,533
802,DD38RX,DD36SW,3/10/21 17:15,1/1/70 0:00,5:15:00 PM,1615396500,245,257,1409,driving,OK,958,1265,transit,OK,958,1265,walking,OK,324,1345,bicycling,OK,149,977,992,286
803,DD22NJ,DD51EF,3/10/21 10:50,1/1/70 0:00,10:50:00 AM,1615373400,761,783,7762,driving,OK,2598,9825,transit,OK,5637,7685,walking,OK,1465,8084,bicycling,OK,573,2396,5642,1668
804,G117PD,G129SP,3/10/21 16:40,1/1/70 0:00,4:40:00 PM,1615394400,269,278,1159,driving,OK,422,828,transit,OK,555,729,walking,OK,209,900,bicycling,OK,106,383,538,229
805,HS65AA,HS65AB,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,30,30,403,driving,OK,292,403,transit,OK,292,403,walking,OK,70,403,bicycling,OK,25,120,120,70
806,G537LU,G536EW,3/10/21 8:30,1/1/70 0:00,8:30:00 AM,1615365000,399,381,2598,driving,OK,957,2878,transit,OK,1595,2196,walking,OK,485,2234,bicycling,OK,228,924,1662,545
807,AB561XT,AB564PB,3/10/21 9:30,1/1/70 0:00,9:30:00 AM,1615368600,696,686,7825,driving,OK,1876,8630,transit,OK,5754,7625,walking,OK,1920,7884,bicycling,OK,519,1841,5448,1639
808,FK54HP,FK54HP,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
7037,FK54HP,FK54HP,3/23/21 17:00,1/1/70 0:00,5:00:00 PM,1616518800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
809,FK81RB,FK83AB,3/10/21 8:15,1/1/70 0:00,8:15:00 AM,1615364100,446,422,4416,driving,OK,2471,3311,transit,OK,2471,3311,walking,OK,727,3323,bicycling,OK,323,2503,2659,762
810,PH41PY,PH41PS,3/10/21 13:40,1/1/70 0:00,1:40:00 PM,1615383600,139,141,724,driving,OK,536,724,transit,OK,536,724,walking,OK,143,724,bicycling,OK,60,502,572,166
811,KW163NJ,KW151SX,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,5352,5376,41526,driving,OK,0,0,transit,ZERO_RESULTS,25387,39896,walking,OK,9393,44593,bicycling,OK,8865,5674,25276,10297
6089,KW163NJ,KW151SX,3/23/21 12:00,1/1/70 0:00,12:00:00 PM,1616500800,5351,5388,41526,driving,OK,0,0,transit,ZERO_RESULTS,25387,39896,walking,OK,9393,44593,bicycling,OK,8865,5674,25276,10297
9039,KW163NJ,KW151SX,4/12/21 12:00,1/1/70 0:00,12:00:00 PM,1618232400,4897,4938,36961,driving,OK,6259,41320,transit,OK,22471,35851,walking,OK,8636,40549,bicycling,OK,8865,5674,25276,10297
9295,KW163NJ,KW151SX,4/12/21 12:00,1/1/70 0:00,12:00:00 PM,1618232400,4897,4938,36961,driving,OK,6259,41320,transit,OK,22471,35851,walking,OK,8636,40549,bicycling,OK,8865,5674,25276,10297
16259,KW163NJ,KW151SX,8/4/21 12:00,1/1/70 0:00,12:00:00 PM,1628082000,4883,4999,36961,driving,OK,6261,41320,transit,OK,22467,35851,walking,OK,8636,40549,bicycling,OK,8865,5674,25276,10297
813,IV301UN,IV301QG,3/10/21 19:30,1/1/70 0:00,7:30:00 PM,1615404600,206,199,1718,driving,OK,1075,1381,transit,OK,1075,1381,walking,OK,310,1383,bicycling,OK,126,1057,1118,317
3885,IV301UN,IV301QG,3/23/21 16:00,1/1/70 0:00,4:00:00 PM,1616515200,208,214,1718,driving,OK,1009,1564,transit,OK,1075,1381,walking,OK,310,1383,bicycling,OK,126,1057,1118,317
814,AB165BT,AB165UT,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,61,64,273,driving,OK,220,273,transit,OK,220,273,walking,OK,113,273,bicycling,OK,29,196,196,125
815,G611BD,FK83UW,3/10/21 18:50,1/1/70 0:00,6:50:00 PM,1615402200,2363,2335,36274,driving,OK,30411,39552,transit,OK,26104,35449,walking,OK,7182,36198,bicycling,OK,1769,19391,29267,7464
4128,G611BD,FK83UW,3/23/21 18:50,1/1/70 0:00,6:50:00 PM,1616525400,2359,2284,36274,driving,OK,30411,39552,transit,OK,26104,35449,walking,OK,7182,36198,bicycling,OK,1769,19391,29267,7464
4691,G611BD,FK83UW,3/23/21 18:50,1/1/70 0:00,6:50:00 PM,1616525400,2359,2252,36274,driving,OK,30411,39552,transit,OK,26104,35449,walking,OK,7182,36198,bicycling,OK,1769,19391,29267,7464
5233,G611BD,FK83UW,3/23/21 18:50,1/1/70 0:00,6:50:00 PM,1616525400,2359,2256,36274,driving,OK,30411,39552,transit,OK,26104,35449,walking,OK,7182,36198,bicycling,OK,1769,19391,29267,7464
816,EH394HJ,EH395PE,3/10/21 10:10,1/1/70 0:00,10:10:00 AM,1615371000,382,375,4213,driving,OK,3175,4197,transit,OK,3175,4197,walking,OK,1091,4383,bicycling,OK,370,2947,3013,849
817,IV24ED,IV38QQ,3/10/21 18:30,1/1/70 0:00,6:30:00 PM,1615401000,815,773,8201,driving,OK,2997,7219,transit,OK,3639,4946,walking,OK,1022,5244,bicycling,OK,422,3404,3743,1099
818,KA67HQ,KA71BY,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,1419,1465,18750,driving,OK,3034,26999,transit,OK,12428,17346,walking,OK,3217,17568,bicycling,OK,1065,2596,13089,4136
819,KA67BG,KA67AY,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,67,67,374,driving,OK,266,384,transit,OK,266,384,walking,OK,87,374,bicycling,OK,38,233,233,64
820,EH209JA,EH12NE,3/10/21 9:00,1/1/70 0:00,9:00:00 AM,1615366800,1444,1393,9850,driving,OK,2950,10711,transit,OK,6901,9351,walking,OK,1935,9807,bicycling,OK,850,2519,7156,2009
821,KY118JG,KY118EG,3/10/21 19:15,1/1/70 0:00,7:15:00 PM,1615403700,295,298,1422,driving,OK,578,2274,transit,OK,757,997,walking,OK,255,1029,bicycling,OK,164,687,687,277
822,DD37AB,DD36NN,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,128,145,871,driving,OK,752,2275,transit,OK,804,838,walking,OK,469,916,bicycling,OK,65,586,644,173
823,AB547NF,AB547SW,3/10/21 11:30,1/1/70 0:00,11:30:00 AM,1615375800,781,778,12428,driving,OK,0,0,transit,ZERO_RESULTS,8776,11792,walking,OK,2535,11792,bicycling,OK,672,8064,8065,2698
824,G466NS,G466NS,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
7296,G466NS,G466NS,3/23/21 9:00,1/1/70 0:00,9:00:00 AM,1616490000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
10638,G466NS,G466NS,4/12/21 16:30,1/1/70 0:00,4:30:00 PM,1618248600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
825,KW172LT,KW172EL,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,1198,1245,21463,driving,OK,2982,28978,transit,OK,15517,21463,walking,OK,3791,21463,bicycling,OK,1151,13715,14434,5493
826,IV304BU,IV301QS,3/10/21 7:45,1/1/70 0:00,7:45:00 AM,1615362300,212,211,1508,driving,OK,951,1279,transit,OK,951,1279,walking,OK,275,1279,bicycling,OK,122,987,987,285
827,G21EG,G812LZ,3/10/21 15:15,1/1/70 0:00,3:15:00 PM,1615389300,1508,1590,16243,driving,OK,2002,12567,transit,OK,8192,10941,walking,OK,2285,11164,bicycling,OK,987,2329,8329,2680
10424,G21EG,G812LZ,4/12/21 15:15,1/1/70 0:00,3:15:00 PM,1618244100,1512,1619,16247,driving,OK,2011,12580,transit,OK,8195,10945,walking,OK,2286,11168,bicycling,OK,987,2329,8329,2680
15417,G21EG,G812LZ,4/23/21 15:15,1/1/70 0:00,3:15:00 PM,1619194500,1512,1653,16247,driving,OK,2011,12580,transit,OK,8195,10945,walking,OK,2286,11168,bicycling,OK,987,2329,8329,2680
828,IV304ND,IV304JS,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,300,304,1911,driving,OK,1488,1936,transit,OK,1488,1936,walking,OK,464,1936,bicycling,OK,115,799,813,237
17744,IV304ND,IV304JS,8/4/21 15:00,1/1/70 0:00,3:00:00 PM,1628092800,152,151,1166,driving,OK,854,1112,transit,OK,854,1112,walking,OK,284,1112,bicycling,OK,115,799,813,237
829,G23NW,G612EE,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,1074,1140,8047,driving,OK,2252,8573,transit,OK,5739,7589,walking,OK,1666,7819,bicycling,OK,564,2303,6219,1758
830,G767QW,G36HA,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,1244,1289,16328,driving,OK,2581,11435,transit,OK,7650,10269,walking,OK,2196,11728,bicycling,OK,822,2976,8222,2302
831,G613PL,G213QR,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,1088,1066,11788,driving,OK,3433,18677,transit,OK,7696,10216,walking,OK,2472,11270,bicycling,OK,741,3564,7897,2281
832,FK82EE,FK27AU,3/10/21 15:30,1/1/70 0:00,3:30:00 PM,1615390200,1381,1430,21897,driving,OK,1654,18538,transit,OK,13663,18508,walking,OK,3549,19097,bicycling,OK,1106,4088,13888,4679
833,KY112NS,KY112SB,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,264,264,1369,driving,OK,947,1259,transit,OK,947,1259,walking,OK,238,1259,bicycling,OK,146,890,890,247
834,EH22JR,EH320TJ,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,2194,2308,22916,driving,OK,4398,20159,transit,OK,13415,18324,walking,OK,3616,19348,bicycling,OK,1286,3822,14079,4336
835,PH337JS,PH336HD,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,595,574,6844,driving,OK,1190,7737,transit,OK,4851,6369,walking,OK,1540,6879,bicycling,OK,508,1916,4594,1666
836,EH394HX,EH394PG,3/10/21 15:45,1/1/70 0:00,3:45:00 PM,1615391100,171,179,864,driving,OK,409,512,transit,OK,409,512,walking,OK,166,707,bicycling,OK,66,353,360,138
837,AB439AH,AB439EL,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,63,62,258,driving,OK,131,180,transit,OK,131,180,walking,OK,123,258,bicycling,OK,15,142,142,39
838,FIRTHSCO,EH223DN,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,12364,12678,289004,driving,OK,0,0,transit,ZERO_RESULTS,187823,253055,walking,OK,57399,293746,bicycling,OK,,,,
839,FK83SZ,FK83UG,3/10/21 14:45,1/1/70 0:00,2:45:00 PM,1615387500,128,130,900,driving,OK,632,900,transit,OK,632,900,walking,OK,144,900,bicycling,OK,47,271,271,96
840,ML69HB,ML60DT,3/10/21 10:30,1/1/70 0:00,10:30:00 AM,1615372200,257,272,1077,driving,OK,857,1077,transit,OK,857,1077,walking,OK,325,1077,bicycling,OK,93,784,862,218
841,FK102AE,FK54WR,3/10/21 7:20,1/1/70 0:00,7:20:00 AM,1615360800,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,1124,3765,14820,4424
842,KA12DD,KA37HT,3/10/21 17:15,1/1/70 0:00,5:15:00 PM,1615396500,419,429,3138,driving,OK,1198,3709,transit,OK,2075,2726,walking,OK,635,2840,bicycling,OK,254,1024,1611,579
