J1,PO1,PD1,UTC_2021,UTC_1970,ToD,Google_DepTime,car_freeflow_TravelTime_sec,car_InTraffic_TravelTime_sec,car_distance_m,car_mode,car_status,PT_TravelTime_sec,PT_distance_m,PT_mode,PT_status,Walk_TravelTime_sec,Walk_distance_m,Walk_mode,Walk_status,Bicycle_TravelTime_sec,Bicycle_Distance_m,Bicycle_mode,Bicycle_status,gh_car_sec,gh_pt_sec,gh_foot_sec,gh_bike_sec
17753,EH37PT,EH165BN,8/4/21 13:30,1/1/70 0:00,1:30:00 PM,1628087400,702,809,4129,driving,OK,1815,3972,transit,OK,2509,3244,walking,OK,812,3620,bicycling,OK,416,1709,2363,781
652,HS20XR,HS20EH,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,370,349,2568,driving,OK,1299,1750,transit,OK,1299,1750,walking,OK,394,1750,bicycling,OK,248,1123,1127,386
653,G776AA,G775LR,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,158,171,1318,driving,OK,505,1690,transit,OK,929,1310,walking,OK,248,1318,bicycling,OK,80,643,894,279
654,DD113DT,DD113DT,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
10765,DD113DT,DD113DT,4/12/21 10:20,1/1/70 0:00,10:20:00 AM,1618226400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
655,EH394QS,EH394BE,3/10/21 10:30,1/1/70 0:00,10:30:00 AM,1615372200,264,270,1627,driving,OK,694,1691,transit,OK,850,1121,walking,OK,217,1172,bicycling,OK,135,611,971,339
656,DD25QZ,DD23DB,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,493,492,4854,driving,OK,1246,5138,transit,OK,3336,4684,walking,OK,909,5029,bicycling,OK,390,1087,3624,1316
657,PA27FG,G514BP,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,823,798,7906,driving,OK,3500,11491,transit,OK,4987,6669,walking,OK,1352,7016,bicycling,OK,510,2787,5115,1436
658,IV11UF,IV27JB,3/10/21 11:30,1/1/70 0:00,11:30:00 AM,1615375800,995,998,14416,driving,OK,3688,19630,transit,OK,11263,15295,walking,OK,2621,14522,bicycling,OK,654,2122,9234,2750
659,DD19SY,DD21UG,3/10/21 13:30,1/1/70 0:00,1:30:00 PM,1615383000,480,480,3146,driving,OK,1209,2551,transit,OK,1330,1695,walking,OK,444,1919,bicycling,OK,217,1289,1294,429
660,AB123AP,AB238JW,3/10/21 8:30,1/1/70 0:00,8:30:00 AM,1615365000,1038,1003,10048,driving,OK,2276,11431,transit,OK,6576,8739,walking,OK,1782,8808,bicycling,OK,724,3127,6678,1984
661,DD77SS,DD77SS,3/10/21 8:05,1/1/70 0:00,8:05:00 AM,1615363500,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
662,PA28QE,PA28HB,3/10/21 15:10,1/1/70 0:00,3:10:00 PM,1615389000,186,211,1660,driving,OK,611,1482,transit,OK,739,1062,walking,OK,178,1062,bicycling,OK,119,774,774,244
14428,PA28QE,PA28HB,4/23/21 9:10,1/1/70 0:00,9:10:00 AM,1619172600,181,197,1643,driving,OK,600,1460,transit,OK,730,1048,walking,OK,176,1048,bicycling,OK,119,774,774,244
663,G830UL,G839LH,3/10/21 11:15,1/1/70 0:00,11:15:00 AM,1615374900,272,282,1798,driving,OK,523,2081,transit,OK,1497,1632,walking,OK,853,1771,bicycling,OK,152,556,1218,344
664,G450NG,G50LR,3/10/21 8:45,1/1/70 0:00,8:45:00 AM,1615365900,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,417,1642,3423,1000
665,EH269JP,EH260QF,3/10/21 15:30,1/1/70 0:00,3:30:00 PM,1615390200,295,294,2569,driving,OK,894,4859,transit,OK,1757,2544,walking,OK,396,2563,bicycling,OK,205,875,1805,498
666,EH221JY,EH222AW,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,458,443,3034,driving,OK,1494,4691,transit,OK,2249,3002,walking,OK,681,3002,bicycling,OK,311,1683,1815,546
667,KY83HP,KY83DF,3/10/21 11:45,1/1/70 0:00,11:45:00 AM,1615376700,99,114,988,driving,OK,726,988,transit,OK,726,988,walking,OK,180,988,bicycling,OK,103,635,637,224
668,EH68HD,EH68DR,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,246,257,1477,driving,OK,652,851,transit,OK,652,851,walking,OK,213,815,bicycling,OK,94,530,530,168
669,DD36DN,DD24EH,3/10/21 8:20,1/1/70 0:00,8:20:00 AM,1615364400,310,313,2923,driving,OK,1198,3901,transit,OK,1766,2337,walking,OK,600,2848,bicycling,OK,228,1669,1717,549
670,G718BB,ML37LH,3/10/21 16:15,1/1/70 0:00,4:15:00 PM,1615392900,834,871,7576,driving,OK,2675,9272,transit,OK,5104,6623,walking,OK,1776,7384,bicycling,OK,504,2297,5441,1573
671,EH519SP,EH519HE,3/10/21 8:35,1/1/70 0:00,8:35:00 AM,1615365300,389,397,3466,driving,OK,1002,3533,transit,OK,2378,3260,walking,OK,640,3466,bicycling,OK,217,550,2083,623
672,TD86DQ,TD86NF,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,778,783,13123,driving,OK,2445,13163,transit,OK,10035,13008,walking,OK,3323,13123,bicycling,OK,650,8248,9292,2790
673,FK83DW,FK82AU,3/10/21 11:15,1/1/70 0:00,11:15:00 AM,1615374900,1016,1069,16677,driving,OK,2654,17463,transit,OK,12109,16577,walking,OK,3112,16602,bicycling,OK,804,11647,12201,3645
674,KY81EZ,KY81BZ,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,209,212,958,driving,OK,634,876,transit,OK,634,876,walking,OK,208,906,bicycling,OK,107,514,514,201
675,G626QR,G514BT,3/10/21 8:05,1/1/70 0:00,8:05:00 AM,1615363500,1376,1340,13826,driving,OK,3635,17437,transit,OK,7875,10694,walking,OK,2430,11384,bicycling,OK,975,4948,9138,2748
676,DD40SG,PH27BA,3/10/21 8:45,1/1/70 0:00,8:45:00 AM,1615365900,2047,2052,39699,driving,OK,6854,50438,transit,OK,28749,39429,walking,OK,8640,44331,bicycling,OK,1763,6267,29238,8644
677,DD25HH,DD21NL,3/10/21 8:05,1/1/70 0:00,8:05:00 AM,1615363500,595,638,9648,driving,OK,2968,13477,transit,OK,7068,9632,walking,OK,2033,10229,bicycling,OK,495,1622,6735,1774
678,PA151UU,PA152WA,3/10/21 15:45,1/1/70 0:00,3:45:00 PM,1615391100,444,447,4114,driving,OK,1157,4734,transit,OK,2982,3983,walking,OK,815,4114,bicycling,OK,327,1132,3134,1064
679,IV201XY,IV159PP,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,2021,2065,41087,driving,OK,8860,45322,transit,OK,28832,39598,walking,OK,8265,44096,bicycling,OK,2008,8083,30805,9154
680,G663BF,G129JD,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,1443,1529,18002,driving,OK,3326,18015,transit,OK,10885,14693,walking,OK,2964,14722,bicycling,OK,1075,2943,10370,3248
681,EH478JD,EH470AD,3/10/21 7:30,1/1/70 0:00,7:30:00 AM,1615361400,514,491,4451,driving,OK,2726,5270,transit,OK,3188,4355,walking,OK,950,4382,bicycling,OK,470,2221,2429,744
682,EH67HQ,EH42SQ,3/10/21 8:20,1/1/70 0:00,8:20:00 AM,1615364400,1061,1045,6291,driving,OK,2153,8357,transit,OK,4640,6053,walking,OK,1451,6386,bicycling,OK,621,2659,4558,1321
683,KA278LR,KA278JB,3/10/21 17:05,1/1/70 0:00,5:05:00 PM,1615395900,1161,1109,15076,driving,OK,0,0,transit,ZERO_RESULTS,12117,15282,walking,OK,4065,15867,bicycling,OK,821,1894,10517,3010
684,G26QN,PA160BB,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,2640,2702,47759,driving,OK,4854,48346,transit,OK,33201,44758,walking,OK,10426,49898,bicycling,OK,2220,4907,34719,10655
685,AB123SH,AB123NR,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,181,182,1195,driving,OK,490,1413,transit,OK,757,1088,walking,OK,208,1088,bicycling,OK,97,732,771,204
686,TD13EH,TD75EH,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,723,729,9871,driving,OK,1942,9651,transit,OK,6702,8938,walking,OK,2037,9884,bicycling,OK,694,1605,6674,2076
687,G768JS,G732PQ,3/10/21 7:10,1/1/70 0:00,7:10:00 AM,1615360200,804,765,7870,driving,OK,3037,18072,transit,OK,5514,7566,walking,OK,1622,7642,bicycling,OK,632,3070,5778,1683
688,PH152EL,PH152BS,3/10/21 15:30,1/1/70 0:00,3:30:00 PM,1615390200,598,625,6339,driving,OK,0,0,transit,ZERO_RESULTS,4063,6110,walking,OK,1053,6110,bicycling,OK,205,2250,2250,708
689,KA92TU,G311TD,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,2451,2446,54276,driving,OK,5061,65668,transit,OK,36886,49732,walking,OK,9254,49954,bicycling,OK,2340,5170,38175,10418
690,FK159EY,FK150NG,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,311,306,2396,driving,OK,719,2397,transit,OK,1908,2361,walking,OK,696,2396,bicycling,OK,246,1721,1835,525
691,DG72JL,DG72HP,3/10/21 9:30,1/1/70 0:00,9:30:00 AM,1615368600,194,193,691,driving,OK,522,691,transit,OK,522,691,walking,OK,185,691,bicycling,OK,19,178,178,49
692,G314AH,G403BA,3/10/21 8:50,1/1/70 0:00,8:50:00 AM,1615366200,147,151,744,driving,OK,549,740,transit,OK,549,740,walking,OK,205,744,bicycling,OK,151,726,732,222
693,ZE10WX,ZE10WZ,3/10/21 7:50,1/1/70 0:00,7:50:00 AM,1615362600,200,204,1686,driving,OK,1118,3342,transit,OK,1256,1657,walking,OK,342,1686,bicycling,OK,161,1086,1323,382
694,EH153RD,TD13BS,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,3168,3278,52427,driving,OK,4313,42291,transit,OK,37627,51046,walking,OK,11169,55990,bicycling,OK,2491,6007,37007,12216
3744,EH153RD,TD13BS,3/23/21 17:00,1/1/70 0:00,5:00:00 PM,1616518800,3183,3261,52427,driving,OK,4313,42291,transit,OK,37627,51046,walking,OK,11185,55990,bicycling,OK,2491,6007,37007,12216
6826,EH153RD,TD13BS,3/23/21 17:00,1/1/70 0:00,5:00:00 PM,1616518800,3183,3261,52427,driving,OK,4313,42291,transit,OK,37625,51046,walking,OK,11185,55990,bicycling,OK,2491,6007,37007,12216
10293,EH153RD,TD13BS,4/12/21 17:00,1/1/70 0:00,5:00:00 PM,1618250400,3140,3171,52195,driving,OK,5711,52817,transit,OK,37493,50874,walking,OK,11169,55885,bicycling,OK,2491,6007,37007,12216
16881,EH153RD,TD13BS,8/4/21 17:00,1/1/70 0:00,5:00:00 PM,1628100000,3073,2973,52287,driving,OK,4245,42122,transit,OK,37486,50874,walking,OK,10053,50641,bicycling,OK,2491,6007,37007,12216
695,G674BP,G333SE,3/10/21 18:45,1/1/70 0:00,6:45:00 PM,1615401900,957,956,20117,driving,OK,3124,24170,transit,OK,10969,14867,walking,OK,3084,15870,bicycling,OK,830,2096,10916,3361
696,FK101DT,FK103GF,3/10/21 17:10,1/1/70 0:00,5:10:00 PM,1615396200,483,495,3546,driving,OK,1375,4775,transit,OK,1976,2569,walking,OK,670,2748,bicycling,OK,301,1974,2055,675
697,FK54AP,FK28EE,3/10/21 15:45,1/1/70 0:00,3:45:00 PM,1615391100,397,415,3422,driving,OK,1094,4844,transit,OK,2418,3310,walking,OK,646,3310,bicycling,OK,257,2216,2555,668
698,G830UL,G824NJ,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,244,251,1926,driving,OK,573,2345,transit,OK,1406,1883,walking,OK,446,2284,bicycling,OK,170,729,1498,467
699,ML11XA,ML20DP,3/10/21 12:20,1/1/70 0:00,12:20:00 PM,1615378800,485,523,4581,driving,OK,1134,5644,transit,OK,3393,4464,walking,OK,975,4597,bicycling,OK,362,764,2857,913
700,ZE10QS,ZE10SU,3/10/21 7:55,1/1/70 0:00,7:55:00 AM,1615362900,250,260,1746,driving,OK,751,1929,transit,OK,1411,1671,walking,OK,580,1746,bicycling,OK,146,1218,1242,339
701,IV78LD,IV78JB,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,145,147,1326,driving,OK,1013,1326,transit,OK,1013,1326,walking,OK,340,1326,bicycling,OK,53,708,708,201
702,G23AB,G628HF,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,1431,1467,12192,driving,OK,2776,13078,transit,OK,9102,11927,walking,OK,2732,12272,bicycling,OK,785,4705,9484,2629
6906,G23AB,G628HF,3/23/21 17:00,1/1/70 0:00,5:00:00 PM,1616518800,1429,1467,12192,driving,OK,2870,13078,transit,OK,9102,11927,walking,OK,2732,12272,bicycling,OK,785,4705,9484,2629
7981,G23AB,G628HF,3/23/21 17:00,1/1/70 0:00,5:00:00 PM,1616518800,1429,1466,12192,driving,OK,2870,13078,transit,OK,9102,11927,walking,OK,2732,12272,bicycling,OK,785,4705,9484,2629
703,G731HT,G420JW,3/10/21 17:45,1/1/70 0:00,5:45:00 PM,1615398300,99,100,457,driving,OK,343,457,transit,OK,343,457,walking,OK,146,457,bicycling,OK,46,325,325,90
704,G225LB,G523AY,3/10/21 11:05,1/1/70 0:00,11:05:00 AM,1615374300,942,984,9658,driving,OK,2978,10501,transit,OK,6541,8738,walking,OK,2032,9917,bicycling,OK,660,2982,6753,1977
705,DD97HQ,DD97DJ,3/10/21 8:15,1/1/70 0:00,8:15:00 AM,1615364100,74,73,480,driving,OK,403,480,transit,OK,403,480,walking,OK,176,480,bicycling,OK,29,302,302,83
1906,DD97HQ,DD97DJ,3/23/21 16:55,1/1/70 0:00,4:55:00 PM,1616518500,74,82,480,driving,OK,403,480,transit,OK,403,480,walking,OK,176,480,bicycling,OK,29,302,302,83
16835,DD97HQ,DD97DJ,8/4/21 12:20,1/1/70 0:00,12:20:00 PM,1628083200,62,70,422,driving,OK,360,422,transit,OK,360,422,walking,OK,165,422,bicycling,OK,29,302,302,83
18561,DD97HQ,DD97DJ,8/5/21 21:30,1/1/70 0:00,9:30:00 PM,1628202600,62,60,422,driving,OK,360,422,transit,OK,360,422,walking,OK,165,422,bicycling,OK,29,302,302,83
706,KY76QR,KY74NX,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,580,575,5392,driving,OK,2147,7967,transit,OK,2805,3774,walking,OK,790,3810,bicycling,OK,401,1669,2636,907
707,IV301JJ,IV361GG,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,1056,1077,19805,driving,OK,2068,20589,transit,OK,14233,19492,walking,OK,4944,25543,bicycling,OK,927,2005,16431,5617
708,G26LD,G311SJ,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,768,792,3666,driving,OK,1331,3550,transit,OK,2086,2783,walking,OK,568,2947,bicycling,OK,331,1344,2056,581
1844,G26LD,G311SJ,3/23/21 13:00,1/1/70 0:00,1:00:00 PM,1616504400,774,789,3666,driving,OK,1331,3550,transit,OK,2086,2784,walking,OK,568,2947,bicycling,OK,331,1344,2056,581
2275,G26LD,G311SJ,3/23/21 13:00,1/1/70 0:00,1:00:00 PM,1616504400,774,785,3666,driving,OK,1331,3550,transit,OK,2086,2784,walking,OK,568,2947,bicycling,OK,331,1344,2056,581
15546,G26LD,G311SJ,4/23/21 13:00,1/1/70 0:00,1:00:00 PM,1619186400,735,773,3651,driving,OK,1318,3531,transit,OK,2060,2750,walking,OK,566,2931,bicycling,OK,331,1344,2056,581
709,ML14EU,ML27TH,3/10/21 13:30,1/1/70 0:00,1:30:00 PM,1615383000,404,413,4388,driving,OK,1889,6976,transit,OK,3240,4236,walking,OK,962,4388,bicycling,OK,308,1584,3298,898
710,KA260AA,KA269BH,3/10/21 13:30,1/1/70 0:00,1:30:00 PM,1615383000,138,145,1154,driving,OK,523,714,transit,OK,523,714,walking,OK,126,744,bicycling,OK,71,516,516,143
711,ZE29BS,ZE29BH,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,471,481,8915,driving,OK,0,0,transit,ZERO_RESULTS,6568,8915,walking,OK,1985,8915,bicycling,OK,628,6281,6370,1798
712,FK27GW,FK53BQ,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,419,429,3797,driving,OK,2021,5819,transit,OK,2219,2980,walking,OK,577,2980,bicycling,OK,307,1696,1696,621
9111,FK27GW,FK53BQ,4/12/21 8:25,1/1/70 0:00,8:25:00 AM,1618219500,434,417,3854,driving,OK,1981,3556,transit,OK,2267,3033,walking,OK,602,3033,bicycling,OK,307,1696,1696,621
713,PH128RZ,DD81BP,3/10/21 15:20,1/1/70 0:00,3:20:00 PM,1615389600,1015,1026,19238,driving,OK,6136,44597,transit,OK,14035,19130,walking,OK,3582,19238,bicycling,OK,895,5047,14402,3971
714,TD145PP,TD145LT,3/10/21 7:00,1/1/70 0:00,7:00:00 AM,1615359600,905,893,11390,driving,OK,3294,13261,transit,OK,8655,11390,walking,OK,2869,11405,bicycling,OK,681,2914,8108,2430
715,KA31UT,KA37NF,3/10/21 11:50,1/1/70 0:00,11:50:00 AM,1615377000,397,382,2980,driving,OK,1632,4817,transit,OK,2129,2934,walking,OK,575,2961,bicycling,OK,308,907,1947,680
716,ML20DH,ML20DH,3/10/21 9:00,1/1/70 0:00,9:00:00 AM,1615366800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
4709,ML20DH,ML20DH,3/23/21 7:00,1/1/70 0:00,7:00:00 AM,1616482800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
7313,ML20DH,ML20DH,3/23/21 7:50,1/1/70 0:00,7:50:00 AM,1616485800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
11755,ML20DH,ML20DH,4/22/21 9:40,1/1/70 0:00,9:40:00 AM,1619088000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
16025,ML20DH,ML20DH,8/4/21 9:20,1/1/70 0:00,9:20:00 AM,1628072400,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
717,KY111DD,KY111NN,3/10/21 7:55,1/1/70 0:00,7:55:00 AM,1615362900,214,214,1122,driving,OK,410,1345,transit,OK,628,785,walking,OK,239,788,bicycling,OK,114,483,584,200
718,ZE10TZ,ZE10EW,3/10/21 19:45,1/1/70 0:00,7:45:00 PM,1615405500,491,503,6397,driving,OK,0,0,transit,ZERO_RESULTS,4769,6318,walking,OK,1435,6397,bicycling,OK,461,2545,5083,1322
719,DD21SY,DD52NQ,3/10/21 13:15,1/1/70 0:00,1:15:00 PM,1615382100,1259,1356,12327,driving,OK,3355,13693,transit,OK,8109,10944,walking,OK,2340,11861,bicycling,OK,858,3001,8547,2329
720,EH222EN,EH193PN,3/10/21 7:20,1/1/70 0:00,7:20:00 AM,1615360800,816,795,5826,driving,OK,2511,7718,transit,OK,4528,5953,walking,OK,1440,6422,bicycling,OK,494,2257,4303,1213
721,EH152QE,EH24DR,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,1447,1524,8014,driving,OK,2679,7969,transit,OK,5415,7051,walking,OK,1614,7245,bicycling,OK,731,2343,5410,1536
722,EH91QG,EH153RD,3/10/21 14:50,1/1/70 0:00,2:50:00 PM,1615387800,956,1029,6032,driving,OK,1584,5810,transit,OK,4062,5610,walking,OK,1310,6166,bicycling,OK,562,1753,3991,1256
723,ML110LN,ML110EF,3/10/21 14:20,1/1/70 0:00,2:20:00 PM,1615386000,524,527,5824,driving,OK,992,6152,transit,OK,4089,5698,walking,OK,994,5698,bicycling,OK,336,889,4159,1132
724,EH51QE,EH421NB,3/10/21 14:20,1/1/70 0:00,2:20:00 PM,1615386000,3121,3292,52459,driving,OK,4718,56204,transit,OK,36537,49639,walking,OK,10922,56178,bicycling,OK,2530,6388,38733,11993
3298,EH51QE,EH421NB,3/23/21 14:20,1/1/70 0:00,2:20:00 PM,1616509200,3107,3319,52459,driving,OK,4718,56204,transit,OK,36536,49639,walking,OK,10925,56178,bicycling,OK,2530,6388,38733,11993
7432,EH51QE,EH421NB,3/23/21 14:20,1/1/70 0:00,2:20:00 PM,1616509200,3107,3319,52459,driving,OK,4718,56204,transit,OK,36535,49639,walking,OK,10925,56178,bicycling,OK,2530,6388,38733,11993
9981,EH51QE,EH421NB,4/12/21 14:20,1/1/70 0:00,2:20:00 PM,1618240800,3043,3144,52245,driving,OK,4047,53279,transit,OK,36395,49460,walking,OK,10871,55860,bicycling,OK,2530,6388,38733,11993
11378,EH51QE,EH421NB,4/22/21 14:20,1/1/70 0:00,2:20:00 PM,1619104800,3043,3153,52245,driving,OK,4047,53279,transit,OK,36395,49460,walking,OK,10871,55860,bicycling,OK,2530,6388,38733,11993
725,EH38YF,EH139LU,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,1604,1680,10226,driving,OK,2844,9504,transit,OK,6486,8217,walking,OK,2299,8554,bicycling,OK,946,2853,6227,1870
726,EH36NL,EH332QN,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,1831,1924,19148,driving,OK,3562,23533,transit,OK,12773,16886,walking,OK,3653,17203,bicycling,OK,1175,3650,12762,3719
727,AB437JR,AB437HQ,3/10/21 19:30,1/1/70 0:00,7:30:00 PM,1615404600,111,111,407,driving,OK,299,407,transit,OK,299,407,walking,OK,73,407,bicycling,OK,53,320,320,88
728,KA80JX,KA88LT,3/10/21 11:15,1/1/70 0:00,11:15:00 AM,1615374900,329,323,2050,driving,OK,1151,2329,transit,OK,1494,2050,walking,OK,488,2195,bicycling,OK,235,950,1439,406
729,G25AD,ML37JG,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,1217,1210,23842,driving,OK,2649,21289,transit,OK,14442,19023,walking,OK,4849,22131,bicycling,OK,1055,2934,15236,4610
14418,G25AD,ML37JG,4/23/21 18:00,1/1/70 0:00,6:00:00 PM,1619204400,1262,1250,24052,driving,OK,2521,21138,transit,OK,14404,18970,walking,OK,4812,21814,bicycling,OK,1055,2934,15236,4610
16397,G25AD,ML37JG,8/4/21 18:00,1/1/70 0:00,6:00:00 PM,1628103600,1268,1268,24050,driving,OK,2521,21138,transit,OK,14402,18970,walking,OK,4812,21910,bicycling,OK,1055,2934,15236,4610
730,TD60PP,TD60QN,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,173,193,880,driving,OK,703,880,transit,OK,703,880,walking,OK,268,880,bicycling,OK,96,393,398,164
731,KA239DD,KA308JR,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,872,923,11775,driving,OK,1271,11333,transit,OK,8473,11575,walking,OK,2422,12820,bicycling,OK,684,1345,9213,2468
732,KY13DZ,KY13DZ,3/10/21 17:10,1/1/70 0:00,5:10:00 PM,1615396200,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
4735,KY13DZ,KY13DZ,3/23/21 12:00,1/1/70 0:00,12:00:00 PM,1616500800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
10845,KY13DZ,KY13DZ,4/12/21 17:00,1/1/70 0:00,5:00:00 PM,1618250400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
15537,KY13DZ,KY13DZ,4/23/21 12:10,1/1/70 0:00,12:10:00 PM,1619183400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
733,G758PA,G758TT,3/10/21 14:45,1/1/70 0:00,2:45:00 PM,1615387500,256,277,2554,driving,OK,1474,4515,transit,OK,1848,2351,walking,OK,757,2812,bicycling,OK,202,1356,1752,529
734,EH510PE,FK66NW,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,1559,1609,26303,driving,OK,4347,27214,transit,OK,15749,21193,walking,OK,5435,26794,bicycling,OK,1131,8271,15530,5201
735,KY118LF,EH482SG,3/10/21 19:00,1/1/70 0:00,7:00:00 PM,1615402800,2064,2038,40859,driving,OK,6507,57935,transit,OK,24764,33056,walking,OK,6710,32590,bicycling,OK,1649,5152,24185,6661
736,G758DB,G758DB,3/10/21 18:30,1/1/70 0:00,6:30:00 PM,1615401000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
3904,G758DB,G758DB,3/23/21 12:00,1/1/70 0:00,12:00:00 PM,1616500800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
14711,G758DB,G758DB,4/23/21 18:00,1/1/70 0:00,6:00:00 PM,1619204400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
737,EH68HD,EH65JQ,3/10/21 13:30,1/1/70 0:00,1:30:00 PM,1615383000,317,320,1352,driving,OK,702,1632,transit,OK,904,1261,walking,OK,273,1352,bicycling,OK,164,549,1006,273
738,FIRTHSCO,EH395HJ,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,13956,14293,319249,driving,OK,0,0,transit,ZERO_RESULTS,206601,279063,walking,OK,61621,319721,bicycling,OK,,,,
739,ML51PR,ML53QW,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,232,238,2025,driving,OK,812,2879,transit,OK,1270,1602,walking,OK,449,1621,bicycling,OK,136,1139,1157,320
740,G467JP,G467JP,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
5936,G467JP,G467JP,3/23/21 8:30,1/1/70 0:00,8:30:00 AM,1616488200,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
741,KA92PR,KA92QL,3/10/21 16:50,1/1/70 0:00,4:50:00 PM,1615395000,97,104,822,driving,OK,570,750,transit,OK,570,750,walking,OK,185,828,bicycling,OK,108,615,615,187
5285,KA92PR,KA92QL,3/23/21 18:20,1/1/70 0:00,6:20:00 PM,1616523600,99,108,822,driving,OK,570,750,transit,OK,570,750,walking,OK,185,828,bicycling,OK,108,615,615,187
742,G699FR,G641RP,3/10/21 19:30,1/1/70 0:00,7:30:00 PM,1615404600,747,734,9355,driving,OK,2816,15406,transit,OK,7150,9638,walking,OK,2166,10988,bicycling,OK,720,3213,7683,2346
743,KY168RA,DD48SB,3/10/21 20:00,1/1/70 0:00,8:00:00 PM,1615406400,2098,1992,27321,driving,OK,4582,29856,transit,OK,19360,26118,walking,OK,5318,27441,bicycling,OK,1580,4497,18874,5729
744,DG14AT,DG14HB,3/10/21 15:35,1/1/70 0:00,3:35:00 PM,1615390500,100,100,707,driving,OK,514,707,transit,OK,514,707,walking,OK,126,707,bicycling,OK,72,506,506,140
745,FK117AG,FK117AG,3/10/21 18:05,1/1/70 0:00,6:05:00 PM,1615399500,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
