,PO1,PD1,origin_lat,origin_lng,destination_lat,destination_lng
8942,KA12DP,KA12RZ,55.605433,-4.508544,55.606983,-4.528527
8943,KA12AN,KA12RZ,55.60787,-4.500209,55.606983,-4.528527
8944,KA12DP,KA20LR,55.605433,-4.508544,55.599108,-4.520273
8945,KA11PH,KA20LR,55.605563,-4.496898,55.599108,-4.520273
8946,KA128LL,KA20LR,55.600561,-4.67357,55.599108,-4.520273
8947,KA12DP,KA13LA,55.605433,-4.508544,55.605565,-4.472911
8948,KA12DP,KA13LA,55.605433,-4.508544,55.605565,-4.472911
8949,KA12DP,KA13LA,55.605433,-4.508544,55.605565,-4.472911
8950,AB338TY,AB338GF,57.23201,-2.707966,57.230522,-2.700363
8951,AB338TY,AB315SR,57.23201,-2.707966,57.051275,-2.504979
8952,G128NS,G116BQ,55.872227,-4.283065,55.867901,-4.314522
8953,G128NS,G116BQ,55.872227,-4.283065,55.867901,-4.314522
8954,G128NS,G207RR,55.872227,-4.283065,55.88154,-4.273924
8955,G115HJ,G207RR,55.872562,-4.298878,55.88154,-4.273924
8956,EH112HF,EH112EF,55.94297,-3.223548,55.941924,-3.222138
8957,EH112HF,EH193BT,55.94297,-3.223548,55.87537,-3.100044
8958,PA344BW,PA344GZ,56.40866,-5.47421,56.399975,-5.479211
8959,PA344HB,PA344GZ,56.408096,-5.474634,56.399975,-5.479211
8960,EH331LP,EH217PY,55.942359,-2.947248,55.946162,-3.022213
8961,EH331LP,EH332DJ,55.942359,-2.947248,55.941764,-2.948643
8962,EH331LP,EH331PU,55.942359,-2.947248,55.940477,-2.902215
8963,EH331QA,EH331PU,55.942556,-2.902968,55.940477,-2.902215
8964,EH331QA,EH331PU,55.942556,-2.902968,55.940477,-2.902215
8965,PA75PP,G847HA,55.917023,-4.484969,56.006915,-4.726147
8966,PA75PP,G814PA,55.917023,-4.484969,55.913337,-4.43317
8967,PA200EB,PA200HY,55.831317,-5.063073,55.836556,-5.059188
8968,PA200HH,PA200HY,55.837696,-5.059262,55.836556,-5.059188
8969,EH421NQ,EH421HB,56.000463,-2.531237,56.001073,-2.512164
8970,EH421NQ,EH421EW,56.000463,-2.531237,56.001537,-2.515137
8971,EH421PX,EH421EW,55.998919,-2.532867,56.001537,-2.515137
8972,EH216TB,EH421EW,55.936641,-3.068403,56.001537,-2.515137
8973,EH421NQ,EH421QZ,56.000463,-2.531237,55.996864,-2.51966
8974,EH421TW,EH421QZ,55.995134,-2.55178,55.996864,-2.51966
8975,KY83HH,KY11EX,56.190629,-3.002505,56.112951,-3.162024
8976,KY83HH,KY169PB,56.190629,-3.002505,56.340183,-2.796808
8977,G512NH,G514AH,55.858669,-4.300694,55.861244,-4.331018
8978,G512NH,G514AH,55.858669,-4.300694,55.861244,-4.331018
8979,G512NH,G512AJ,55.858669,-4.300694,55.860857,-4.303557
8980,G512NH,G513BD,55.858669,-4.300694,55.862987,-4.314869
8981,G521ED,G513BD,55.848783,-4.32123,55.862987,-4.314869
8982,FK147AS,KY25AH,56.165994,-3.669672,56.125114,-3.160136
8983,KY13EE,KY25AH,56.127563,-3.137446,56.125114,-3.160136
8984,KY83QD,KY25AH,56.178804,-3.025619,56.125114,-3.160136
8985,AB439NU,AB439PH,57.685051,-2.016958,57.688019,-2.018089
8986,AB439NU,AB439AE,57.685051,-2.016958,57.692651,-2.00475
8987,PH62JE,FK101QU,56.354132,-3.960858,56.110558,-3.774184
8988,EH225LS,EH225LS,55.870477,-3.032098,55.870477,-3.032098
8989,EH225LS,EH225LS,55.870477,-3.032098,55.870477,-3.032098
8990,AB513WT,AB217BJ,57.281438,-2.386929,57.206784,-2.189779
8991,AB510BH,AB217BJ,57.324059,-2.298769,57.206784,-2.189779
8992,DD84JS,DD84EP,56.678247,-3.004978,56.672968,-3.005556
8993,DD84JS,DD84EP,56.678247,-3.004978,56.672968,-3.005556
8994,DD84JS,DD84EP,56.678247,-3.004978,56.672968,-3.005556
8995,DD84JS,DD84EP,56.678247,-3.004978,56.672968,-3.005556
8996,DD84JS,DD84LN,56.678247,-3.004978,56.686644,-2.999831
8997,DD84JS,AB123AP,56.678247,-3.004978,57.124267,-2.096858
8998,FK95HJ,FK95EZ,56.131633,-3.932126,56.134305,-3.92926
8999,FK77QG,FK95EZ,56.113245,-3.931075,56.134305,-3.92926
9000,G466QX,G767XP,55.795206,-4.29789,55.783095,-4.284163
9001,G767TX,G767XP,55.782064,-4.280625,55.783095,-4.284163
9002,G745PG,G767XP,55.770332,-4.229672,55.783095,-4.284163
9003,KY128PN,KY128QS,56.066636,-3.503374,56.06333,-3.531835
9004,KY127QA,KY128QS,56.072387,-3.459526,56.06333,-3.531835
9005,EH153QA,DD48PY,55.94216,-3.147521,56.482967,-2.913719
9006,DD82UP,DD82RZ,56.647799,-2.866315,56.649431,-2.82718
9007,DD82UP,DD83TG,56.647799,-2.866315,56.653952,-2.895783
9008,DD84ES,DD83TG,56.67296,-3.006649,56.653952,-2.895783
9009,DD82UP,DD82UP,56.647799,-2.866315,56.647799,-2.866315
9010,DD82UP,DD82UP,56.647799,-2.866315,56.647799,-2.866315
9011,DD83TG,DD82UP,56.653952,-2.895783,56.647799,-2.866315
9012,DD82RZ,DD82UP,56.649431,-2.82718,56.647799,-2.866315
9013,KW163JP,KW163JP,58.966629,-3.327821,58.966629,-3.327821
9014,KW163JP,KW163JP,58.966629,-3.327821,58.966629,-3.327821
9015,KW151NX,KW163JP,58.982087,-2.959764,58.966629,-3.327821
9016,KW163JW,KW163JP,58.96086,-3.314097,58.966629,-3.327821
9017,KW163JW,KW163JP,58.96086,-3.314097,58.966629,-3.327821
9018,KW163JW,KW163JP,58.96086,-3.314097,58.966629,-3.327821
9019,KW163JP,KW163JW,58.966629,-3.327821,58.96086,-3.314097
9020,KW163DJ,KW163JW,58.957279,-3.301339,58.96086,-3.314097
9021,KW163JP,KW151NX,58.966629,-3.327821,58.982087,-2.959764
9022,KW151ZU,KW151NX,58.978783,-2.981388,58.982087,-2.959764
9023,G120BU,G760AS,55.887621,-4.316848,55.738766,-4.275297
9024,G513HR,G535LZ,55.852034,-4.320163,55.834201,-4.34751
9025,G513HR,G513SE,55.852034,-4.320163,55.859957,-4.31731
9026,G513HQ,G513SE,55.861276,-4.31381,55.859957,-4.31731
9027,G14DF,G513SE,55.85746,-4.255832,55.859957,-4.31731
9028,G513HR,G535RL,55.852034,-4.320163,55.839535,-4.359491
9029,G513HR,G514JR,55.852034,-4.320163,55.86408,-4.333138
9030,G38AN,G116DQ,55.868325,-4.292346,55.869351,-4.310533
9031,G49DN,G116DQ,55.871654,-4.276653,55.869351,-4.310533
9032,G514RF,G116DQ,55.864564,-4.332272,55.869351,-4.310533
9033,IV304LZ,IV304LZ,57.657708,-3.32202,57.657708,-3.32202
9034,IV304LZ,IV304LZ,57.657708,-3.32202,57.657708,-3.32202
9035,DD77QS,DD21SP,56.499882,-2.734008,56.462532,-3.013765
9036,DD12DB,DD21SP,56.463947,-2.969431,56.462532,-3.013765
9037,ZE10SF,ZE29GA,60.145793,-1.175158,59.976039,-1.32027
9038,KA11JU,KA31QB,55.61064,-4.494744,55.626117,-4.508091
9039,PH165BL,PH26GZ,56.702941,-3.734069,56.41942,-3.399375
9040,PH165BL,PH26GZ,56.702941,-3.734069,56.41942,-3.399375
9041,PH165BL,IV304HY,56.702941,-3.734069,57.655867,-3.310775
9042,IV361DL,IV11LG,57.6075,-3.608255,57.47949,-4.223421
9043,G742AJ,G750QF,55.760692,-4.157233,55.753777,-4.163325
9044,IV11AX,IV25GS,57.479403,-4.226319,57.471726,-4.170882
9045,IV11AX,IV274PN,57.479403,-4.226319,58.568202,-4.750419
9046,IV11AX,PH185TW,57.479403,-4.226319,56.770451,-3.933664
9047,IV11AX,AB158JD,57.479403,-4.226319,57.138664,-2.152105
9048,IV11AX,G208NN,57.479403,-4.226319,55.882306,-4.283337
9049,PA13BL,PA27BQ,55.845047,-4.375704,55.836004,-4.395437
9050,PA13BL,PA27BQ,55.845047,-4.375704,55.836004,-4.395437
9051,G402BH,G40LT,55.852161,-4.226063,55.863864,-4.241982
9052,G402BH,G402TD,55.852161,-4.226063,55.851299,-4.232453
9053,G401NQ,G402TD,55.850162,-4.229719,55.851299,-4.232453
9054,G696DW,G697JX,55.85469,-4.107477,55.851791,-4.095422
9055,EH89LJ,EH92AB,55.942754,-3.188781,55.934784,-3.195228
9056,EH221LZ,EH92AB,55.912529,-3.110058,55.934784,-3.195228
9057,G208JB,G775JW,55.88779,-4.287323,55.771339,-4.317324
9058,G208JB,G775JW,55.88779,-4.287323,55.771339,-4.317324
9059,G536AG,G775JW,55.821783,-4.342147,55.771339,-4.317324
9060,EH497RB,FK12NT,55.975512,-3.630541,55.934303,-3.743241
9061,KW163DJ,KW163BH,58.957279,-3.301339,58.964065,-3.295509
9062,KW163BF,KW163BH,58.962197,-3.301716,58.964065,-3.295509
9063,EH147AQ,EH145HE,55.885736,-3.339672,55.902475,-3.30047
9064,EH145PN,EH145HE,55.900024,-3.31208,55.902475,-3.30047
9065,IV27GD,IV304LG,57.481275,-4.17737,57.661874,-3.312145
9066,IV27GD,IV11UF,57.481275,-4.17737,57.485048,-4.207309
9067,IV27GD,IV27LD,57.481275,-4.17737,57.492849,-4.1431
9068,IV27GD,IV27LD,57.481275,-4.17737,57.492849,-4.1431
9069,IV27LL,IV27LD,57.487402,-4.14228,57.492849,-4.1431
9070,IV27GD,IV27LS,57.481275,-4.17737,57.490716,-4.12684
9071,IV27GD,IV125QB,57.481275,-4.17737,57.571593,-3.873178
9072,IV27GD,IV35JS,57.481275,-4.17737,57.472138,-4.244306
9073,IV27GD,IV25ER,57.481275,-4.17737,57.446165,-4.120119
9074,IV25ER,IV25ER,57.446165,-4.120119,57.446165,-4.120119
9075,IV25ER,IV25ER,57.446165,-4.120119,57.446165,-4.120119
9076,IV27GD,IV25JE,57.481275,-4.17737,57.475903,-4.147978
9077,IV35BP,IV25JE,57.476889,-4.229268,57.475903,-4.147978
9078,IV35BP,IV25JE,57.476889,-4.229268,57.475903,-4.147978
9079,IV27GD,IV180EP,57.481275,-4.17737,57.686637,-4.169044
9080,IV180BD,IV180EP,57.691856,-4.187376,57.686637,-4.169044
9081,IV27GD,IV38NS,57.481275,-4.17737,57.483181,-4.254409
9082,IV27GD,IV27FL,57.481275,-4.17737,57.481643,-4.152703
9083,IV27JZ,IV27FL,57.492495,-4.12953,57.481643,-4.152703
9084,IV27GD,IV11LQ,57.481275,-4.17737,57.479184,-4.223051
9085,ML119TP,ML117JR,55.639332,-3.731035,55.67354,-3.774718
9086,ML117AL,ML117JR,55.677115,-3.775501,55.67354,-3.774718
9087,ML118SU,ML117JR,55.693926,-3.693639,55.67354,-3.774718
9088,ML117JS,ML117JR,55.673145,-3.773492,55.67354,-3.774718
9089,EH105HU,EH65JA,55.926033,-3.211667,55.97165,-3.174862
9090,EH65BS,EH65JA,55.967088,-3.187621,55.97165,-3.174862
9091,EH66QQ,EH65JA,55.978355,-3.173671,55.97165,-3.174862
9092,EH178UG,EH65JA,55.900279,-3.146186,55.97165,-3.174862
9093,EH394SS,EH151DP,56.061389,-2.717463,55.955403,-3.118922
9094,DD24NQ,DD23PT,56.473374,-3.039102,56.476998,-3.000383
9095,DD69NF,DD23PT,56.444756,-2.8789,56.476998,-3.000383
9096,DD36TN,DD23PT,56.47213,-2.986701,56.476998,-3.000383
9097,DD23GQ,DD23PT,56.491235,-3.01414,56.476998,-3.000383
9098,AB316PT,AB314LF,57.0428,-2.508176,57.102813,-2.618129
9099,AB316PT,AB314LF,57.0428,-2.508176,57.102813,-2.618129
9100,AB316PT,AB316PT,57.0428,-2.508176,57.0428,-2.508176
9101,AB316PT,AB316PT,57.0428,-2.508176,57.0428,-2.508176
9102,AB314AB,AB316PT,57.054326,-2.514713,57.0428,-2.508176
9103,AB314LF,AB316PT,57.102813,-2.618129,57.0428,-2.508176
9104,AB316PT,AB314AB,57.0428,-2.508176,57.054326,-2.514713
9105,G816AE,G812TQ,55.922093,-4.409757,55.912875,-4.405456
9106,EH497LX,EH497EQ,55.993304,-3.543317,55.976517,-3.6018
9107,G327NB,G326QF,55.851671,-4.165867,55.859801,-4.166576
9108,G327NB,G326QB,55.851671,-4.165867,55.859442,-4.168122
9109,TD98RD,TD99EH,55.389919,-2.618048,55.422006,-2.787303
9110,G411AP,G431AP,55.852247,-4.28603,55.821537,-4.298758
9111,G129UP,G431AP,55.88166,-4.304517,55.821537,-4.298758
9112,AB561BE,AB555AG,57.671681,-2.96475,57.536684,-2.950891
9113,DD83HX,DD81NR,56.647715,-2.888525,56.635684,-2.892416
9114,DD81PB,DD81NR,56.631796,-2.897084,56.635684,-2.892416
9115,DD83HX,DD83LQ,56.647715,-2.888525,56.648891,-2.897343
9116,DD83AL,DD83LQ,56.645503,-2.886206,56.648891,-2.897343
9117,DD83HX,DD82DA,56.647715,-2.888525,56.642356,-2.872664
9118,DD82DE,DD82DA,56.643487,-2.875364,56.642356,-2.872664
9119,DD83HX,DD96SD,56.647715,-2.888525,56.733922,-2.81531
9120,DD83HX,DD83EZ,56.647715,-2.888525,56.649526,-2.885017
9121,FK136PE,FK136BP,56.153179,-3.733033,56.151622,-3.750585
9122,EH216JY,EH216JY,55.945813,-3.059336,55.945813,-3.059336
9123,EH216JY,EH216JY,55.945813,-3.059336,55.945813,-3.059336
9124,EH87DB,EH87DL,55.954581,-3.149138,55.953627,-3.150805
9125,EH87DB,EH87LR,55.954581,-3.149138,55.947497,-3.141368
9126,G38AU,G117SN,55.863045,-4.283868,55.872749,-4.315243
9127,KA80QA,KA89PW,55.467766,-4.60832,55.46934,-4.612902
9128,KA80QA,KA55QW,55.467766,-4.60832,55.51239,-4.491614
9129,KA80QA,KA66GB,55.467766,-4.60832,55.441269,-4.519005
9130,EH496NA,EH288LQ,55.971465,-3.556372,55.920555,-3.419553
9131,KY111HD,EH288LQ,56.022188,-3.4031,55.920555,-3.419553
9132,KY111HD,EH288LQ,56.022188,-3.4031,55.920555,-3.419553
9133,EH496NA,EH67DT,55.971465,-3.556372,55.981029,-3.165933
9134,G612BT,G612BN,55.920146,-4.319285,55.918426,-4.312764
9135,G11HY,G612BN,55.860073,-4.246366,55.918426,-4.312764
9136,EH24BA,EH178JG,55.951426,-3.204341,55.905232,-3.148779
9137,EH193GA,EH178JG,55.875813,-3.094654,55.905232,-3.148779
9138,EH309LL,EH309NH,55.990171,-3.39689,55.986392,-3.398133
9139,G699FB,G611BD,55.8976,-4.109756,55.906013,-4.321865
9140,G613JJ,G611BD,55.930762,-4.335962,55.906013,-4.321865
9141,FK83UW,G611BD,56.177416,-4.378963,55.906013,-4.321865
9142,PH15TJ,EH130QF,56.39682,-3.427918,55.899106,-3.2562
9143,PH15TJ,KY168EF,56.39682,-3.427918,56.331841,-2.797491
9144,PH15TJ,PH14PJ,56.39682,-3.427918,56.508622,-3.478578
9145,PH13JJ,PH14PJ,56.407464,-3.487082,56.508622,-3.478578
9146,PH15TJ,PH11RJ,56.39682,-3.427918,56.390334,-3.480729
9147,G511BU,G412PE,55.852535,-4.287663,55.840851,-4.267298
9148,G412PL,G412PE,55.838927,-4.26859,55.840851,-4.267298
9149,EH224JD,EH223LH,55.870408,-3.061309,55.881509,-3.071219
9150,EH224JD,EH181LX,55.870408,-3.061309,55.88116,-3.115602
9151,FK136DE,FK147PP,56.154488,-3.747341,56.175765,-3.672234
9152,FK28JF,FK101RN,56.061962,-3.773509,56.10833,-3.777266
9153,G758BE,G741AF,55.759693,-4.197344,55.761915,-4.181883
9154,G741AF,G741AF,55.761915,-4.181883,55.761915,-4.181883
9155,ML39UY,ML36AD,55.768027,-4.081578,55.778454,-4.029369
9156,ML37NH,ML36AD,55.766584,-4.035272,55.778454,-4.029369
9157,ML36LW,ML36AD,55.779723,-4.041512,55.778454,-4.029369
9158,ML92AF,ML36AD,55.741924,-3.971856,55.778454,-4.029369
9159,ML110LD,ML36AD,55.591033,-3.880156,55.778454,-4.029369
9160,ML110EL,ML36AD,55.597045,-3.890157,55.778454,-4.029369
9161,ML106EN,ML36AD,55.679393,-4.072558,55.778454,-4.029369
9162,ML39QR,ML36AD,55.776128,-4.094607,55.778454,-4.029369
9163,G717RU,ML36AD,55.833528,-4.114879,55.778454,-4.029369
9164,EH36SZ,EH68NR,55.95785,-3.208048,55.967587,-3.173986
9165,KY63PT,KY63QD,56.20884,-3.183558,56.209685,-3.192935
9166,KY63PT,KY63QD,56.20884,-3.183558,56.209685,-3.192935
9167,KY63PT,KY63EP,56.20884,-3.183558,56.204473,-3.192015
9168,IV38LT,IV38RR,57.483544,-4.249677,57.485665,-4.262187
9169,EH329TT,EH329JH,55.958853,-2.986557,55.959912,-2.976509
9170,KA80DG,KA80DG,55.465645,-4.62302,55.465645,-4.62302
9171,KA80DG,KA80DG,55.465645,-4.62302,55.465645,-4.62302
9172,G443QY,G443JL,55.805988,-4.272434,55.810232,-4.271357
9173,EH482GL,EH482TH,55.885909,-3.645504,55.887315,-3.635122
9174,EH482GL,EH482TH,55.885909,-3.645504,55.887315,-3.635122
9175,KW151LR,KW151UE,58.982471,-2.973594,58.998191,-2.942546
9176,KW151LR,KW151BY,58.982471,-2.973594,58.978922,-2.972503
9177,KW151LR,KW163JQ,58.982471,-2.973594,58.967267,-3.286081
9178,KW151QN,KW163JQ,58.978388,-2.946481,58.967267,-3.286081
9179,KW163JS,KW163JQ,58.969994,-3.290002,58.967267,-3.286081
9180,KW163DW,KW163JQ,58.953106,-3.299252,58.967267,-3.286081
9181,G729PQ,G720RQ,55.794397,-4.095795,55.788934,-4.101515
9182,EH36JE,EH64BL,55.95644,-3.200669,55.972623,-3.190498
9183,EH36JE,EH41HP,55.95644,-3.200669,55.960029,-3.210808
9184,EH36JE,EH127BA,55.95644,-3.200669,55.942253,-3.264353
9185,KA37FE,KA31NJ,55.611184,-4.474202,55.617828,-4.505445
9186,KA114DP,KA31NJ,55.602143,-4.654117,55.617828,-4.505445
9187,KA114DP,KA31NJ,55.602143,-4.654117,55.617828,-4.505445
9188,PA427BE,PA427DF,55.629761,-6.184721,55.630164,-6.188517
9189,PA427BE,PA427BD,55.629761,-6.184721,55.6296,-6.186278
9190,PA437HL,PA427BD,55.756616,-6.285418,55.6296,-6.186278
9191,PA427BE,PA427BP,55.629761,-6.184721,55.628984,-6.181665
9192,PA345NT,PA145YW,56.416189,-5.472956,55.922171,-4.669251
9193,PA345NT,PA345ED,56.416189,-5.472956,56.416446,-5.466686
9194,IV27LY,IV27PD,57.478491,-4.146796,57.480628,-4.149007
9195,IV27LY,IV35JP,57.478491,-4.146796,57.48096,-4.237841
9196,IV27LY,IV38AH,57.478491,-4.146796,57.491969,-4.239783
9197,IV38JN,IV38AH,57.454598,-4.274002,57.491969,-4.239783
9198,EH216JP,EH413JL,55.945225,-3.054581,55.956064,-2.776004
9199,TD58EB,EH413JL,55.539831,-2.440284,55.956064,-2.776004
9200,KA184EF,KA89AL,55.392355,-4.178936,55.475224,-4.621061
9201,KA184EF,KA260NG,55.392355,-4.178936,55.101911,-5.006408
9202,EH222FH,EH547HH,55.896004,-3.041287,55.873023,-3.547141
9203,G149HS,EH547HH,55.880136,-4.343807,55.873023,-3.547141
9204,G50GZ,EH547HH,55.841532,-4.239482,55.873023,-3.547141
9205,AB251BN,AB245EZ,57.152415,-2.10051,57.152921,-2.084445
9206,AB515JG,AB245EZ,57.232269,-2.450469,57.152921,-2.084445
9207,AB251BN,AB106QR,57.152415,-2.10051,57.138689,-2.120696
9208,EH91JZ,KY127QY,55.939824,-3.194407,56.075347,-3.443576
9209,KY128QQ,KY127QY,56.059616,-3.495456,56.075347,-3.443576
9210,KY129QB,KY127QY,56.087458,-3.566785,56.075347,-3.443576
9211,EH91JZ,EH74DG,55.939824,-3.194407,55.964188,-3.188333
9212,EH68NX,EH74DG,55.96702,-3.174531,55.964188,-3.188333
9213,DG20XJ,DG28PN,55.163967,-3.703388,55.059051,-3.653005
9214,DD97DZ,DD97ES,56.727345,-2.645325,56.724576,-2.649438
9215,EH414NN,EH414HR,55.950437,-2.820649,55.910688,-2.829824
9216,IV316DJ,IV361HU,57.719336,-3.282697,57.606347,-3.629227
9217,AB554DL,AB555LW,57.456134,-3.119198,57.534716,-2.942639
9218,KW151FT,KW151AG,58.9799,-2.968837,58.982005,-2.962389
9219,EH497PE,EH497QE,55.976419,-3.624425,55.97974,-3.624693
9220,EH497PE,EH497QE,55.976419,-3.624425,55.97974,-3.624693
9221,EH497PE,EH497QE,55.976419,-3.624425,55.97974,-3.624693
9222,EH497PE,EH497QE,55.976419,-3.624425,55.97974,-3.624693
9223,EH497PE,EH497QE,55.976419,-3.624425,55.97974,-3.624693
9224,EH114EQ,EH497QE,55.927823,-3.297046,55.97974,-3.624693
9225,EH497PE,EH510DE,55.976419,-3.624425,56.013404,-3.611508
9226,EH497PE,EH497SE,55.976419,-3.624425,55.976469,-3.626126
9227,EH497AS,EH497SE,55.975097,-3.623152,55.976469,-3.626126
9228,EH497PH,EH497SE,55.974922,-3.620052,55.976469,-3.626126
9229,AB389QA,AB387QP,57.471283,-3.224239,57.457176,-3.299921
9230,AB389QA,AB387QP,57.471283,-3.224239,57.457176,-3.299921
9231,AB389QA,AB389QB,57.471283,-3.224239,57.471051,-3.224081
9232,AB389QA,AB389QB,57.471283,-3.224239,57.471051,-3.224081
9233,EH107HA,EH39AL,55.901136,-3.219687,55.945972,-3.204364
9234,DD82AE,DD81BJ,56.642738,-2.889521,56.643553,-2.891379
9235,DD76LS,DD81BJ,56.517245,-2.666103,56.643553,-2.891379
9236,DD82AE,DD82EE,56.642738,-2.889521,56.645601,-2.867243
9237,DD82AE,DD81DA,56.642738,-2.889521,56.642687,-2.896772
9238,DD100RS,DD100HU,56.843035,-2.27663,56.821145,-2.312207
9239,AB238GD,DD100HU,57.190922,-2.082338,56.821145,-2.312207
9240,KA112DP,KA111AQ,55.63504,-4.638799,55.62731,-4.638244
9241,PA191NB,PA175AJ,55.961774,-4.818906,55.869771,-4.882883
9242,PA191NB,PA169BT,55.961774,-4.818906,55.942717,-4.779
9243,PA191NB,PA191NR,55.961774,-4.818906,55.955664,-4.828988
9244,PA191NB,PA167JA,55.961774,-4.818906,55.947853,-4.786801
9245,EH331HU,EH151EY,55.944961,-2.944237,55.953338,-3.113785
9246,KA308EE,KA308EL,55.786047,-4.861712,55.785665,-4.859211
9247,KA308EE,KA308HH,55.786047,-4.861712,55.790559,-4.867914
9248,KA308EE,KA309PG,55.786047,-4.861712,55.789697,-4.859379
9249,EH127QY,EH67LA,55.937146,-3.293147,55.973817,-3.159883
9250,EH111PS,EH67LA,55.934496,-3.234406,55.973817,-3.159883
9251,G11RX,PA40DB,55.860995,-4.246563,55.869114,-4.391274
9252,G11RX,PA40DB,55.860995,-4.246563,55.869114,-4.391274
9253,G11RX,PA40DB,55.860995,-4.246563,55.869114,-4.391274
9254,G11RX,PA40DB,55.860995,-4.246563,55.869114,-4.391274
9255,G11RX,PA40DB,55.860995,-4.246563,55.869114,-4.391274
9256,G11RX,PA40DB,55.860995,-4.246563,55.869114,-4.391274
9257,G11RX,PA40DB,55.860995,-4.246563,55.869114,-4.391274
9258,G11RX,G776QN,55.860995,-4.246563,55.785943,-4.323056
9259,G11RX,G403JZ,55.860995,-4.246563,55.843445,-4.216955
9260,G445EN,G403JZ,55.809379,-4.248868,55.843445,-4.216955
9261,PA167BN,PA167DE,55.947664,-4.796719,55.949512,-4.795314
9262,PA167LY,PA167DE,55.944284,-4.801873,55.949512,-4.795314
9263,PA167BN,PA151EG,55.947664,-4.796719,55.949252,-4.755792
9264,PA160FP,PA151EG,55.904992,-4.866003,55.949252,-4.755792
9265,PA154PL,PA151EG,55.945716,-4.75836,55.949252,-4.755792
9266,PA167DA,PA151EG,55.942339,-4.792523,55.949252,-4.755792
9267,ZE10AU,ZE10PA,60.152321,-1.138449,60.157503,-1.158111
9268,ZE10SS,ZE10PA,60.143715,-1.168691,60.157503,-1.158111
9269,EH89TL,EH88AU,55.946473,-3.181353,55.950525,-3.177681
9270,PH15AZ,PH31GE,56.409452,-3.443561,56.30015,-3.699596
9271,G612TJ,G611RX,55.921457,-4.31693,55.910557,-4.329705
9272,G149ER,G611RX,55.879248,-4.339932,55.910557,-4.329705
9273,DD40SN,DD23QN,56.521188,-2.904968,56.479704,-3.013476
9274,DD40SN,DD54LG,56.521188,-2.904968,56.481083,-2.828757
9275,PA33RA,PA12DT,55.852168,-4.500877,55.840317,-4.428301
9276,ZE29SF,ZE29SE,60.200242,-1.203995,60.18988,-1.225462
9277,ZE29TR,ZE29SE,60.18128,-1.225899,60.18988,-1.225462
9278,KY103RF,KY62DX,56.258177,-2.629053,56.193162,-3.181592
9279,G140YS,G140BQ,55.882809,-4.364244,55.876459,-4.345889
9280,EH547HH,G50GZ,55.873023,-3.547141,55.841532,-4.239482
9281,EH547HH,G327QR,55.873023,-3.547141,55.845326,-4.177607
9282,G332AT,G327QR,55.871403,-4.189968,55.845326,-4.177607
9283,EH547HH,EH222FH,55.873023,-3.547141,55.896004,-3.041287
9284,PA146PP,PA134DU,55.919891,-4.654128,55.892464,-4.630885
9285,G815LD,G821RD,55.926956,-4.397926,55.943637,-4.559401
9286,G815LD,G821RD,55.926956,-4.397926,55.943637,-4.559401
9287,KY114LB,FK147DE,56.078899,-3.417036,56.162995,-3.672355
9288,G775RX,G775LU,55.761931,-4.314327,55.775035,-4.313828
9289,IV201XW,IV191DS,57.764205,-3.927822,57.805761,-4.055109
9290,IV305SS,IV305SS,57.706042,-3.431788,57.706042,-3.431788
9291,IV305SS,IV305SS,57.706042,-3.431788,57.706042,-3.431788
9292,G639RH,G639RQ,56.041799,-4.368054,56.043154,-4.370163
9293,G630PW,G639RQ,56.071545,-4.330399,56.043154,-4.370163
9294,G630RE,G639RQ,56.069766,-4.339884,56.043154,-4.370163
9295,FK166BY,FK150LN,56.188961,-4.052895,56.196732,-3.894998
9296,G207JN,G207NW,55.874655,-4.269125,55.873782,-4.266035
9297,G206RU,G207NW,55.878232,-4.273776,55.873782,-4.266035
9298,AB241XU,AB392BU,57.17222,-2.091667,56.964238,-2.208014
9299,FK77RL,FK81DU,56.101988,-3.924594,56.119126,-3.940009
9300,FK66BH,PH31NF,56.030254,-3.908648,56.283369,-3.752086
9301,G639NZ,PH31NF,56.043476,-4.37991,56.283369,-3.752086
9302,FK159LJ,PH31NF,56.27705,-3.871872,56.283369,-3.752086
9303,G838JG,G838AA,56.007067,-4.574874,56.001715,-4.567316
9304,G838JG,G838AA,56.007067,-4.574874,56.001715,-4.567316
9305,EH329PW,EH329NE,55.958751,-2.973308,55.953776,-2.987613
9306,KA137PF,KA120TH,55.651843,-4.689429,55.619064,-4.667074
9307,KA137PF,KA137PF,55.651843,-4.689429,55.651843,-4.689429
9308,KA137PF,KA137PF,55.651843,-4.689429,55.651843,-4.689429
9309,KA120TH,KA137PF,55.619064,-4.667074,55.651843,-4.689429
9310,G537RL,G466QB,55.808395,-4.346195,55.796137,-4.297163
9311,G838NE,G630BY,56.041521,-4.531761,56.067426,-4.455631
9312,G838NE,G630BY,56.041521,-4.531761,56.067426,-4.455631
9313,G838NE,G630BY,56.041521,-4.531761,56.067426,-4.455631
9314,FK39BY,FK14NP,56.015544,-3.709552,56.001388,-3.821377
9315,KY127DF,KY120RD,56.071488,-3.461822,56.082491,-3.416444
9316,KY48HD,KY120RD,56.089747,-3.357644,56.082491,-3.416444
9317,KY75NW,KY76GZ,56.196517,-3.170865,56.185205,-3.130225
9318,KY75NW,EH66PR,56.196517,-3.170865,55.976182,-3.16875
9319,EH89QN,EH66PR,55.943295,-3.180087,55.976182,-3.16875
