,PO1,PD1,origin_lat,origin_lng,destination_lat,destination_lng
384,KW172BB,KW172BJ,59.255531,-2.550278,59.233386,-2.599164
385,EH165DE,EH93HJ,55.935352,-3.165039,55.923219,-3.187863
386,EH143HX,EH93HJ,55.911164,-3.278955,55.923219,-3.187863
387,FK38BG,FK30HY,56.018483,-3.723688,56.002317,-3.715287
388,ML119SG,ML119RE,55.668206,-3.918981,55.667194,-3.915846
389,ML119RA,ML119RE,55.664351,-3.909729,55.667194,-3.915846
390,ML119SG,ML117DG,55.668206,-3.918981,55.673651,-3.770101
391,ML117HN,ML117DG,55.679297,-3.769349,55.673651,-3.770101
392,ML119SG,ML119SP,55.668206,-3.918981,55.666853,-3.918676
393,ML119SG,ML119SP,55.668206,-3.918981,55.666853,-3.918676
394,G611EA,G613TA,55.912466,-4.336766,55.931108,-4.317523
395,G536QH,G522JN,55.815224,-4.342535,55.851828,-4.356785
396,G662HA,G661PR,55.942229,-4.14879,55.941341,-4.156411
397,G731UG,EH479BD,55.833382,-4.228248,55.824693,-3.709583
398,EH483RS,EH479BD,55.882771,-3.775639,55.824693,-3.709583
399,EH549BU,EH479BD,55.866403,-3.534392,55.824693,-3.709583
400,ZE10TB,ZE10NS,60.151068,-1.155671,60.156337,-1.154016
401,ZE10TB,ZE10NS,60.151068,-1.155671,60.156337,-1.154016
402,ZE10PJ,ZE10NS,60.153354,-1.159406,60.156337,-1.154016
403,ZE29LJ,ZE10NS,60.19819,-1.280377,60.156337,-1.154016
404,ZE10TB,ZE29LG,60.151068,-1.155671,60.216166,-1.295602
405,ZE10HJ,ZE29LG,60.156447,-1.151635,60.216166,-1.295602
406,ZE10TB,ZE29HW,60.151068,-1.155671,59.997758,-1.229973
407,ZE29HH,ZE29HW,59.998747,-1.245894,59.997758,-1.229973
408,ZE10TB,ZE10JN,60.151068,-1.155671,60.155559,-1.14611
409,ZE10UQ,ZE10JN,60.158386,-1.262655,60.155559,-1.14611
410,ZE10TB,ZE29JR,60.151068,-1.155671,59.922276,-1.293986
411,ZE10TB,ZE29SF,60.151068,-1.155671,60.200242,-1.203995
412,ZE29SE,ZE29SF,60.18988,-1.225462,60.200242,-1.203995
413,ZE10TB,ZE29JH,60.151068,-1.155671,59.933577,-1.311978
414,ZE10TB,ZE29SD,60.151068,-1.155671,60.183627,-1.23109
415,ZE10TB,ZE10HH,60.151068,-1.155671,60.161524,-1.170674
416,KA181LG,KA181PG,55.454105,-4.260928,55.455152,-4.262142
417,KA181LG,KA181PG,55.454105,-4.260928,55.455152,-4.262142
418,KA181EE,KA181PG,55.452183,-4.269105,55.455152,-4.262142
419,IV180AZ,IV180BF,57.689232,-4.169115,57.689419,-4.16099
420,IV180AZ,IV180BF,57.689232,-4.169115,57.689419,-4.16099
421,IV180AZ,IV180BF,57.689232,-4.169115,57.689419,-4.16099
422,IV11JN,IV180BF,57.479247,-4.22509,57.689419,-4.16099
423,IV180AZ,IV180BY,57.689232,-4.169115,57.692262,-4.175438
424,IV170UF,IV180BY,57.694666,-4.244951,57.692262,-4.175438
425,G665BN,G665BN,55.923423,-4.140802,55.923423,-4.140802
426,G665BN,G665BN,55.923423,-4.140802,55.923423,-4.140802
427,EH129SB,FK83EF,55.935016,-3.332888,56.12544,-4.169216
428,EH129SB,FK83EF,55.935016,-3.332888,56.12544,-4.169216
429,EH129SB,FK83EF,55.935016,-3.332888,56.12544,-4.169216
430,EH129SB,EH127LE,55.935016,-3.332888,55.938668,-3.2834
431,EH66JH,EH329GD,55.981224,-3.175248,55.952768,-2.98565
432,FK70EY,FK70EY,56.095942,-3.928489,56.095942,-3.928489
433,FK70EY,FK70EY,56.095942,-3.928489,56.095942,-3.928489
434,FK70EY,FK70EY,56.095942,-3.928489,56.095942,-3.928489
435,FK70EY,FK70EY,56.095942,-3.928489,56.095942,-3.928489
436,G821PQ,G825JD,55.943774,-4.571934,55.949939,-4.591567
437,G839NP,G825JD,55.975003,-4.556488,55.949939,-4.591567
438,G511DA,G37TH,55.857855,-4.291044,55.866215,-4.285972
439,G38TB,G37TH,55.864913,-4.285384,55.866215,-4.285972
440,G511DA,ML68HN,55.857855,-4.291044,55.836183,-3.950181
441,G511DA,G149XE,55.857855,-4.291044,55.880229,-4.354445
442,G514AW,G149XE,55.860663,-4.329913,55.880229,-4.354445
443,G514AW,G149XE,55.860663,-4.329913,55.880229,-4.354445
444,G514AW,G149XE,55.860663,-4.329913,55.880229,-4.354445
445,G514AW,G149XE,55.860663,-4.329913,55.880229,-4.354445
446,G514AW,G149XE,55.860663,-4.329913,55.880229,-4.354445
447,G511DA,G38LY,55.857855,-4.291044,55.864697,-4.283502
448,G781LS,G781HH,55.79757,-4.398547,55.804177,-4.399894
449,G781LS,G781LE,55.79757,-4.398547,55.79542,-4.405562
450,G781LS,G783QY,55.79757,-4.398547,55.777064,-4.432162
451,G781LS,G783QJ,55.79757,-4.398547,55.778216,-4.434579
452,PA12QP,G783QJ,55.841419,-4.446148,55.778216,-4.434579
453,G781LS,G781ES,55.79757,-4.398547,55.801291,-4.408206
454,G781LS,G781JL,55.79757,-4.398547,55.808532,-4.404695
455,G781LS,G727YB,55.79757,-4.398547,55.816097,-4.139309
456,G727LY,G727YB,55.819842,-4.155446,55.816097,-4.139309
457,G727LY,G727YB,55.819842,-4.155446,55.816097,-4.139309
458,IV308UD,AB387AT,57.599897,-3.398315,57.525803,-3.210602
459,AB387AE,AB387AT,57.540014,-3.19335,57.525803,-3.210602
460,AB387AE,AB387AT,57.540014,-3.19335,57.525803,-3.210602
461,ML52LU,ML52HT,55.87527,-4.052226,55.8698,-4.049316
462,FK42HS,ML52HT,55.984035,-3.934679,55.8698,-4.049316
463,IV24HT,IV24JB,57.459681,-4.213482,57.45823,-4.216312
464,FK117DL,FK82EA,56.148854,-3.856361,56.116967,-3.934006
465,FK81PU,FK82EA,56.131221,-3.942388,56.116967,-3.934006
466,FK101LL,FK82EA,56.112605,-3.794833,56.116967,-3.934006
467,FK82EA,FK82EA,56.116967,-3.934006,56.116967,-3.934006
468,FK82EA,FK82EA,56.116967,-3.934006,56.116967,-3.934006
469,FK38BL,FK82EA,56.016567,-3.725143,56.116967,-3.934006
470,FK117HP,FK82EA,56.147567,-3.848105,56.116967,-3.934006
471,FK77TX,FK82EA,56.099589,-3.923398,56.116967,-3.934006
472,FK77TX,FK82EA,56.099589,-3.923398,56.116967,-3.934006
473,FK102RU,FK82EA,56.131546,-3.836539,56.116967,-3.934006
474,FK104LE,FK82EA,56.111738,-3.753862,56.116967,-3.934006
475,G689FG,FK82EA,55.951116,-4.043216,56.116967,-3.934006
476,FK53HW,FK82EA,56.02127,-3.82172,56.116967,-3.934006
477,FK103RX,FK82EA,56.119964,-3.784977,56.116967,-3.934006
478,FK77UT,FK82EA,56.102219,-3.917226,56.116967,-3.934006
479,DG11NS,FK82EA,55.076017,-3.597283,56.116967,-3.934006
480,FK70BX,FK82EA,56.100688,-3.935865,56.116967,-3.934006
481,FK77SP,FK82EA,56.115047,-3.918276,56.116967,-3.934006
482,FK83NR,FK82EA,56.120508,-4.269135,56.116967,-3.934006
483,FK117AN,FK82EA,56.150894,-3.846735,56.116967,-3.934006
484,FK117AQ,FK82EA,56.15228,-3.847784,56.116967,-3.934006
485,G732BH,FK82EA,55.821413,-4.226653,56.116967,-3.934006
486,FK81XY,FK82EA,56.135315,-3.960386,56.116967,-3.934006
487,PA175AN,PA191BB,55.858901,-4.889094,55.935094,-4.875722
488,PA152JL,PA191BB,55.936855,-4.73571,55.935094,-4.875722
489,PA186BN,PA191BB,55.886733,-4.888008,55.935094,-4.875722
490,KA20DA,KA20DA,55.619348,-4.545949,55.619348,-4.545949
491,KA20DA,KA20DA,55.619348,-4.545949,55.619348,-4.545949
492,KA20BE,KA20DA,55.61394,-4.539409,55.619348,-4.545949
493,KA20DA,KA20BE,55.619348,-4.545949,55.61394,-4.539409
494,KA13TH,KA20BE,55.591225,-4.480643,55.61394,-4.539409
495,KA137BL,KA20BE,55.657539,-4.695803,55.61394,-4.539409
496,FK125AW,KA20BE,56.1499,-3.797965,55.61394,-4.539409
497,KA92LY,KA20BE,55.500648,-4.596004,55.61394,-4.539409
498,KA114AN,KA20BE,55.608655,-4.615891,55.61394,-4.539409
499,KA73XG,KA20BE,55.440754,-4.609193,55.61394,-4.539409
500,PH314AG,PH314AW,56.888052,-4.837143,56.890532,-4.795271
501,KA74RP,KA91TW,55.43521,-4.616226,55.486266,-4.617078
502,KA91PP,KA91TW,55.496851,-4.61474,55.486266,-4.617078
503,KA89DX,KA91TW,55.483209,-4.617112,55.486266,-4.617078
504,KA91BU,KA91TW,55.495937,-4.599415,55.486266,-4.617078
505,KA74RJ,KA91TW,55.441297,-4.626638,55.486266,-4.617078
506,KA13XG,KA13SG,55.593593,-4.481725,55.591632,-4.490271
507,KA13SG,KA13SG,55.591632,-4.490271,55.591632,-4.490271
508,KA13SG,KA13SG,55.591632,-4.490271,55.591632,-4.490271
509,G133YT,G776RE,55.886983,-4.349545,55.773202,-4.330478
510,ZE10TR,ZE10UX,60.137613,-1.276506,60.140346,-1.280371
511,ZE10EX,ZE10UX,60.154126,-1.143902,60.140346,-1.280371
512,ZE10TR,ZE10TP,60.137613,-1.276506,60.137516,-1.273483
513,ZE10TR,ZE10XL,60.137613,-1.276506,60.12289,-1.287058
514,ZE10TR,ZE29JX,60.137613,-1.276506,60.127129,-1.211196
515,ZE10NL,ZE29JX,60.157312,-1.150629,60.127129,-1.211196
516,ZE10TR,ZE10WS,60.137613,-1.276506,60.141088,-1.26505
517,ZE10TR,ZE10TQ,60.137613,-1.276506,60.135797,-1.274475
518,ZE29LF,ZE10TQ,60.104494,-1.330396,60.135797,-1.274475
519,G673LH,G514FB,55.958925,-3.947876,55.868017,-4.358102
520,PA146XP,G514FB,55.92584,-4.589604,55.868017,-4.358102
521,G825AH,G514FB,55.950088,-4.588325,55.868017,-4.358102
522,G840EH,G514FB,56.070473,-4.822873,55.868017,-4.358102
523,KA239EJ,G514FB,55.693929,-4.861562,55.868017,-4.358102
524,G523NQ,G514FB,55.841005,-4.363925,55.868017,-4.358102
525,ML36EF,G514FB,55.78032,-4.038826,55.868017,-4.358102
526,EH11BQ,EH260QU,55.952622,-3.19131,55.845601,-3.193097
527,EH11BQ,EH225EP,55.952622,-3.19131,55.873631,-3.038462
528,EH105JX,EH12QQ,55.923305,-3.221296,55.946655,-3.191383
529,EH467AJ,EH12QQ,55.679245,-3.402023,55.946655,-3.191383
530,EH105JX,EH153RD,55.923305,-3.221296,55.934248,-3.103844
531,EH128LD,EH153RD,55.943629,-3.309791,55.934248,-3.103844
532,EH91QG,EH153RD,55.937719,-3.18067,55.934248,-3.103844
533,EH76EY,EH153RD,55.964497,-3.151112,55.934248,-3.103844
534,EH152RA,EH153RD,55.940158,-3.096597,55.934248,-3.103844
535,EH152QR,EH153RD,55.945358,-3.101915,55.934248,-3.103844
536,EH46LS,EH153RD,55.970756,-3.303882,55.934248,-3.103844
537,EH320TY,EH153RD,55.969259,-2.941593,55.934248,-3.103844
538,EH65EA,EH153RD,55.96758,-3.174771,55.934248,-3.103844
539,EH312HT,EH153RD,56.035833,-2.820423,55.934248,-3.103844
540,EH75RZ,EH153RD,55.958034,-3.168475,55.934248,-3.103844
541,TD13BS,EH153RD,55.610268,-2.797908,55.934248,-3.103844
542,EH221NG,EH153RD,55.913112,-3.11113,55.934248,-3.103844
543,EH87TP,EH153RD,55.953402,-3.138307,55.934248,-3.103844
544,EH221LU,EH153RD,55.911909,-3.108088,55.934248,-3.103844
545,EH166GF,EH153RD,55.906836,-3.149323,55.934248,-3.103844
546,EH177RP,EH153RD,55.916825,-3.138962,55.934248,-3.103844
547,EH332LR,EH153RD,55.922763,-2.963268,55.934248,-3.103844
548,EH209LB,EH153RD,55.878595,-3.155969,55.934248,-3.103844
549,EH221DN,EH153RD,55.892221,-3.070108,55.934248,-3.103844
550,PA344SB,PA344RS,56.398921,-5.470436,56.398906,-5.477589
551,PA344SB,PA345TU,56.398921,-5.470436,56.432454,-5.472606
552,PA344SB,PA345TU,56.398921,-5.470436,56.432454,-5.472606
553,EH192BL,EH209PW,55.874964,-3.112195,55.884636,-3.162896
554,EH221NQ,EH209PW,55.914298,-3.113148,55.884636,-3.162896
555,EH209HP,EH209PW,55.872994,-3.172424,55.884636,-3.162896
556,EH421FJ,EH209PW,55.989841,-2.528275,55.884636,-3.162896
557,EH209SB,EH209PW,55.878535,-3.139327,55.884636,-3.162896
558,EH92NL,EH209PW,55.932584,-3.178241,55.884636,-3.162896
559,EH209PD,EH209PW,55.877724,-3.174852,55.884636,-3.162896
560,EH166AH,EH209PW,55.92105,-3.167059,55.884636,-3.162896
561,EH181DX,EH209PW,55.86883,-3.13398,55.884636,-3.162896
562,EH87QW,EH209PW,55.949278,-3.135319,55.884636,-3.162896
563,EH107DB,EH209PW,55.900249,-3.212158,55.884636,-3.162896
564,EH39JR,EH209PW,55.943196,-3.203365,55.884636,-3.162896
565,EH467DG,EH209PW,55.694899,-3.382073,55.884636,-3.162896
566,EH209DR,EH209PW,55.879475,-3.150288,55.884636,-3.162896
567,AB561TX,AB564XF,57.680827,-2.951595,57.688638,-2.821357
568,DD30PY,DD30SE,56.518765,-2.985978,56.493399,-2.971498
569,DD38QB,DD30SE,56.482784,-2.99253,56.493399,-2.971498
570,DG11SR,DG14UU,55.117066,-3.607875,55.063232,-3.600438
571,DG11SR,DG14UU,55.117066,-3.607875,55.063232,-3.600438
572,PH73AN,PH73DJ,56.374956,-3.840511,56.378611,-3.831553
573,ZE10US,ZE10EH,60.130119,-1.267445,60.153222,-1.141595
574,ZE29TX,ZE10EH,60.138575,-1.201686,60.153222,-1.141595
575,ZE29LD,ZE10EH,60.082345,-1.33444,60.153222,-1.141595
576,ZE29GF,ZE10EH,60.125198,-1.215482,60.153222,-1.141595
577,ZE10WY,ZE10EH,60.141527,-1.177767,60.153222,-1.141595
578,ZE29JT,ZE10EH,60.087152,-1.32629,60.153222,-1.141595
579,ZE10UR,ZE10EH,60.138617,-1.261559,60.153222,-1.141595
580,ZE10US,ZE10DL,60.130119,-1.267445,60.153485,-1.143325
581,ZE10HR,ZE10DL,60.154997,-1.158013,60.153485,-1.143325
582,ZE10RE,ZE10DL,60.146645,-1.16923,60.153485,-1.143325
583,G129QL,G115AW,55.876864,-4.30719,55.875601,-4.311751
584,G129QN,G115AW,55.87699,-4.308173,55.875601,-4.311751
585,FK54TP,FK11SY,56.028009,-3.828441,55.997861,-3.763596
586,FK29XZ,FK11SY,55.987858,-3.731992,55.997861,-3.763596
587,FK29XZ,FK11SY,55.987858,-3.731992,55.997861,-3.763596
588,FK54GZ,FK11SY,56.033775,-3.826835,55.997861,-3.763596
589,FK41PG,FK11SY,56.006969,-3.883552,55.997861,-3.763596
590,FK54TP,FK54QP,56.028009,-3.828441,56.028649,-3.818633
591,FK54TP,FK54QP,56.028009,-3.828441,56.028649,-3.818633
592,FK27YJ,FK54QP,56.006847,-3.806445,56.028649,-3.818633
593,FK27HS,FK54QP,56.005635,-3.786035,56.028649,-3.818633
594,FK11PF,FK54QP,55.99858,-3.784219,56.028649,-3.818633
595,FK54TP,FK14JB,56.028009,-3.828441,56.006402,-3.826281
596,FK28DE,FK14JB,56.029805,-3.79118,56.006402,-3.826281
597,FK41EJ,FK14JB,56.005015,-3.88851,56.006402,-3.826281
598,FK14JP,FK14JB,56.003996,-3.830401,56.006402,-3.826281
599,FK41PB,FK14JB,56.006995,-3.8809,56.006402,-3.826281
600,FK14PF,FK14JB,56.001144,-3.814823,56.006402,-3.826281
601,G767RL,G466SA,55.790875,-4.294955,55.789776,-4.310175
602,G13AG,G466SA,55.8605,-4.252511,55.789776,-4.310175
603,G775AP,G466SA,55.767756,-4.338028,55.789776,-4.310175
604,G767RL,G768RF,55.790875,-4.294955,55.776498,-4.277382
605,G767RL,G767EU,55.790875,-4.294955,55.789241,-4.278955
606,G767RL,G767QP,55.790875,-4.294955,55.790016,-4.288508
607,TD57JP,TD57EL,55.603256,-2.433402,55.603733,-2.440962
608,TD57AW,TD57EL,55.599738,-2.42719,55.603733,-2.440962
609,TD58XX,TD57EL,55.593251,-2.421962,55.603733,-2.440962
610,TD57JP,TD57RH,55.603256,-2.433402,55.605596,-2.416889
611,TD57AW,TD57RH,55.599738,-2.42719,55.605596,-2.416889
612,EH549DA,EH549BT,55.872112,-3.50067,55.867272,-3.499944
613,EH546QP,EH549BT,55.884764,-3.517822,55.867272,-3.499944
614,EH549DA,EH549EE,55.872112,-3.50067,55.862325,-3.507679
615,EH549DA,EH549EE,55.872112,-3.50067,55.862325,-3.507679
616,EH549DA,EH546JU,55.872112,-3.50067,55.880381,-3.501569
617,EH459DA,EH446HZ,55.64316,-3.172141,55.620615,-3.061441
618,EH459DA,EH143HR,55.64316,-3.172141,55.914115,-3.285532
619,EH143DU,EH143HR,55.909965,-3.290594,55.914115,-3.285532
620,G627SR,G626JP,55.943653,-4.322469,55.93269,-4.31608
621,G613DF,G626JP,55.931501,-4.31095,55.93269,-4.31608
622,G612SS,G626JP,55.919671,-4.332525,55.93269,-4.31608
623,G626LZ,G626JP,55.933782,-4.325832,55.93269,-4.31608
624,PA146NF,PA167QG,55.917977,-4.658255,55.961165,-4.799472
625,PA146NF,PA146DY,55.917977,-4.658255,55.921365,-4.650388
626,G413PB,G11DA,55.827045,-4.286531,55.85976,-4.250948
627,G813SG,G11DA,55.913348,-4.425907,55.85976,-4.250948
628,EH67BY,EH112SA,55.976998,-3.167076,55.934946,-3.245994
629,DD14NW,DD14JW,56.454654,-2.98688,56.456206,-2.98374
630,DD14NW,DD11LX,56.454654,-2.98688,56.461539,-2.975086
631,DD30DG,DD11LX,56.488635,-2.978717,56.461539,-2.975086
632,DD14NW,DD14HP,56.454654,-2.98688,56.457666,-2.982106
633,IV308XJ,IV305PQ,57.660057,-3.372519,57.671287,-3.275117
634,EH41PW,EH44NL,55.955554,-3.219508,55.973603,-3.254112
635,EH42SZ,EH44NL,55.963933,-3.255737,55.973603,-3.254112
636,EH64QF,EH64QR,55.977614,-3.191854,55.974035,-3.194067
637,EH64QF,EH75RN,55.977614,-3.191854,55.95956,-3.170619
638,ZE10PJ,ZE10HJ,60.153354,-1.159406,60.156447,-1.151635
639,ZE29LG,ZE10HJ,60.216166,-1.295602,60.156447,-1.151635
640,ZE10PJ,ZE10RD,60.153354,-1.159406,60.14804,-1.162484
641,ZE10PJ,ZE10RD,60.153354,-1.159406,60.14804,-1.162484
642,ZE29LJ,ZE10RD,60.19819,-1.280377,60.14804,-1.162484
643,ZE10TN,ZE10RD,60.139886,-1.273413,60.14804,-1.162484
644,ZE10RR,ZE10RD,60.139565,-1.185764,60.14804,-1.162484
645,ZE10PR,ZE10RD,60.16304,-1.161825,60.14804,-1.162484
646,ZE10ER,ZE10RD,60.155677,-1.150538,60.14804,-1.162484
647,ZE29QJ,ZE10RD,60.386098,-1.345301,60.14804,-1.162484
648,ZE10PE,ZE10RD,60.157537,-1.154994,60.14804,-1.162484
649,ZE10EW,ZE10RD,60.156336,-1.149746,60.14804,-1.162484
650,ZE10EW,ZE10RD,60.156336,-1.149746,60.14804,-1.162484
651,ZE10HX,ZE10RD,60.154738,-1.144103,60.14804,-1.162484
652,ZE10GR,ZE10RD,60.154286,-1.164793,60.14804,-1.162484
653,ZE10SU,ZE10RD,60.143723,-1.180071,60.14804,-1.162484
654,ZE10NJ,ZE10RD,60.157262,-1.148415,60.14804,-1.162484
655,ZE10QN,ZE10RD,60.152246,-1.15612,60.14804,-1.162484
656,ZE29QN,ZE10RD,60.386559,-1.374008,60.14804,-1.162484
657,ZE10GJ,ZE10RD,60.15218,-1.142991,60.14804,-1.162484
658,ZE10LL,ZE10RD,60.155003,-1.143411,60.14804,-1.162484
659,ZE10LL,ZE10RD,60.155003,-1.143411,60.14804,-1.162484
660,ZE10AN,ZE10RD,60.152596,-1.137883,60.14804,-1.162484
661,ZE10EY,ZE10RD,60.144799,-1.175424,60.14804,-1.162484
662,ZE10SB,ZE10RD,60.14548,-1.168107,60.14804,-1.162484
663,ZE10JF,ZE10RD,60.139764,-1.186022,60.14804,-1.162484
664,ZE10RU,ZE10RD,60.145276,-1.165526,60.14804,-1.162484
665,ZE10QH,ZE10RD,60.161327,-1.169328,60.14804,-1.162484
666,ZE29JA,ZE10RD,59.976159,-1.320985,60.14804,-1.162484
667,ZE29JX,ZE10RD,60.127129,-1.211196,60.14804,-1.162484
668,ZE39JS,ZE10RD,59.890606,-1.294193,60.14804,-1.162484
669,ZE10RX,ZE10RD,60.146396,-1.166704,60.14804,-1.162484
670,ZE29JE,ZE10RD,59.939081,-1.327612,60.14804,-1.162484
671,ZE29HX,ZE10RD,59.971917,-1.271469,60.14804,-1.162484
672,ZE10PJ,ZE10RG,60.153354,-1.159406,60.148858,-1.16984
673,ZE10BA,ZE10RG,60.151023,-1.137607,60.148858,-1.16984
674,ZE10PJ,ZE10DT,60.153354,-1.159406,60.15292,-1.144935
675,ZE10YB,ZE10DT,60.148262,-1.135583,60.15292,-1.144935
676,ZE10JN,ZE10DT,60.155559,-1.14611,60.15292,-1.144935
677,ZE10PJ,ZE10HX,60.153354,-1.159406,60.154738,-1.144103
678,ZE10DJ,ZE10HX,60.151193,-1.147304,60.154738,-1.144103
679,ZE10PJ,ZE29SB,60.153354,-1.159406,60.179142,-1.236639
680,ZE29HL,ZE29SB,59.996854,-1.257375,60.179142,-1.236639
681,ZE10PJ,ZE10BD,60.153354,-1.159406,60.153064,-1.14214
682,ZE10SE,ZE10BD,60.146947,-1.171527,60.153064,-1.14214
683,ZE10LD,ZE10BD,60.151673,-1.149327,60.153064,-1.14214
684,ZE10PJ,ZE29TX,60.153354,-1.159406,60.138575,-1.201686
685,ZE10EH,ZE29TX,60.153222,-1.141595,60.138575,-1.201686
686,ZE10PJ,ZE10EY,60.153354,-1.159406,60.144799,-1.175424
687,ZE10RB,ZE10EY,60.151439,-1.153403,60.144799,-1.175424
688,PH263HU,PH263LD,57.334474,-3.598911,57.330379,-3.611474
689,PH263HB,PH263LD,57.330629,-3.60876,57.330379,-3.611474
690,PH243BU,PH263LD,57.255125,-3.778073,57.330379,-3.611474
691,TD99HS,TD98DF,55.423942,-2.785172,55.436898,-2.769845
692,TD99HS,TD98DF,55.423942,-2.785172,55.436898,-2.769845
693,ZE29TF,ZE29TF,60.44975,-1.192276,60.44975,-1.192276
694,ZE29TF,ZE29TF,60.44975,-1.192276,60.44975,-1.192276
695,ZE29TF,ZE29TF,60.44975,-1.192276,60.44975,-1.192276
696,ZE29TF,ZE29TF,60.44975,-1.192276,60.44975,-1.192276
697,ZE29QG,ZE29TF,60.394765,-1.359448,60.44975,-1.192276
698,ZE29QJ,ZE29TF,60.386098,-1.345301,60.44975,-1.192276
699,ZE29QJ,ZE29TF,60.386098,-1.345301,60.44975,-1.192276
700,ZE29TG,ZE29TF,60.460807,-1.180323,60.44975,-1.192276
701,ZE29TF,ZE29QJ,60.44975,-1.192276,60.386098,-1.345301
702,ZE29TF,ZE29QJ,60.44975,-1.192276,60.386098,-1.345301
703,ZE29TF,ZE29QJ,60.44975,-1.192276,60.386098,-1.345301
704,ZE29GJ,ZE29QJ,60.208652,-1.294176,60.386098,-1.345301
705,ZE29TE,ZE29QJ,60.44681,-1.200636,60.386098,-1.345301
706,ZE29AB,ZE29QJ,60.34125,-1.018818,60.386098,-1.345301
707,ZE29PS,ZE29QJ,60.265286,-1.143561,60.386098,-1.345301
708,ZE29TF,ZE29TG,60.44975,-1.192276,60.460807,-1.180323
709,EH44DX,EH13DG,55.971012,-3.249669,55.953655,-3.183894
710,EH65ES,EH13DG,55.966956,-3.176082,55.953655,-3.183894
711,EH36HW,EH13DG,55.95588,-3.204607,55.953655,-3.183894
712,G781TB,G781QT,55.80493,-4.378716,55.799437,-4.399365
713,G717BP,G716QZ,55.822699,-4.08461,55.82744,-4.071005
714,G716QZ,G716QZ,55.82744,-4.071005,55.82744,-4.071005
715,ML15BZ,G715PR,55.814108,-3.95155,55.837046,-4.086803
716,ML28RD,G715PR,55.785956,-3.909504,55.837046,-4.086803
717,KY128QS,KY127QA,56.06333,-3.531835,56.072387,-3.459526
718,KY112EW,KY127QA,56.03427,-3.419171,56.072387,-3.459526
719,KY128QS,KY128PN,56.06333,-3.531835,56.066636,-3.503374
720,IV301ST,IV327DZ,57.643028,-3.337569,57.613021,-3.095126
721,IV301ST,IV301EG,57.643028,-3.337569,57.649063,-3.311116
722,IV301SY,IV301EG,57.64206,-3.333948,57.649063,-3.311116
723,EH39GL,TD145NS,55.943949,-3.193879,55.887361,-2.160132
724,EH39GL,TD145NS,55.943949,-3.193879,55.887361,-2.160132
725,EH39GL,TD145NS,55.943949,-3.193879,55.887361,-2.160132
726,EH39GL,KY127SQ,55.943949,-3.193879,56.071314,-3.438846
727,EH39GL,KY127SQ,55.943949,-3.193879,56.071314,-3.438846
728,EH39GL,KY127SQ,55.943949,-3.193879,56.071314,-3.438846
729,EH39GL,KY127SQ,55.943949,-3.193879,56.071314,-3.438846
730,EH39GL,KY127SQ,55.943949,-3.193879,56.071314,-3.438846
731,G745NY,G742BT,55.764488,-4.2056,55.76127,-4.150427
732,G745NY,G744AR,55.764488,-4.2056,55.772591,-4.174552
733,G745NY,G744AR,55.764488,-4.2056,55.772591,-4.174552
734,G745NY,G744AR,55.764488,-4.2056,55.772591,-4.174552
735,G745NY,G759QD,55.764488,-4.2056,55.74154,-4.222453
736,ML27DD,ML12NB,55.777204,-3.908853,55.77185,-3.963824
737,AB392BD,AB392BL,56.964647,-2.207284,56.962919,-2.209362
738,AB392BT,AB392BL,56.963626,-2.208701,56.962919,-2.209362
739,AB392BD,AB392EE,56.964647,-2.207284,56.967199,-2.220645
740,AB392BD,AB392EE,56.964647,-2.207284,56.967199,-2.220645
741,AB392BD,AB392LB,56.964647,-2.207284,56.959562,-2.205143
742,AB392TL,AB392LB,56.944992,-2.207356,56.959562,-2.205143
743,AB392BD,AB392QD,56.964647,-2.207284,56.965568,-2.207429
744,AB392BD,AB392QD,56.964647,-2.207284,56.965568,-2.207429
745,AB392AL,AB392QD,56.96698,-2.20899,56.965568,-2.207429
746,DD111JN,DD111UT,56.563379,-2.585384,56.558864,-2.586773
747,DD111HT,DD111UT,56.559102,-2.583946,56.558864,-2.586773
748,PA153DX,PA12BH,55.932839,-4.737236,55.847144,-4.474897
749,G839HF,PA12BH,55.996642,-4.572673,55.847144,-4.474897
750,G824LU,PA12BH,55.967863,-4.583021,55.847144,-4.474897
751,PA153DX,PA168AN,55.932839,-4.737236,55.955461,-4.767913
752,KW151BH,KW151EU,58.976377,-2.965624,58.974598,-2.958513
753,KW151BH,KW151BA,58.976377,-2.965624,58.977683,-2.969957
754,KW151BH,KW172SP,58.976377,-2.965624,58.825427,-2.95898
755,KW172TD,KW172SP,58.826081,-2.955551,58.825427,-2.95898
756,KW151BH,KW151GA,58.976377,-2.965624,58.981306,-2.954906
757,KW151BH,KW163JY,58.976377,-2.965624,58.987599,-3.207891
758,EH151ED,EH268HW,55.96102,-3.125699,55.826385,-3.222391
759,EH151ED,EH93BZ,55.96102,-3.125699,55.925749,-3.178371
760,EH66JJ,EH93BZ,55.978816,-3.17936,55.925749,-3.178371
761,EH151ED,EH22AN,55.96102,-3.125699,55.953244,-3.190577
762,G21EG,EH22AN,55.861548,-4.251708,55.953244,-3.190577
763,EH403EL,EH22AN,55.985862,-2.662914,55.953244,-3.190577
764,EH259LA,EH22AN,55.857712,-3.165573,55.953244,-3.190577
765,EH225DP,EH22AN,55.880624,-3.040875,55.953244,-3.190577
766,EH22AN,EH22AN,55.953244,-3.190577,55.953244,-3.190577
